view_type,date,country_code,country_name,product_id,product_name,series,scenario,model,horizon,category,value,actual,abs_error,metric_order
Trend,2022-12-01,NL,Netherlands,P06,Cloud Connect,Actual,,,,,73022.92,,,
Trend,2022-12-01,NL,Netherlands,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1366286.45,,,
Trend,2022-12-01,PL,Poland,P01,International Voice Termination,Actual,,,,,3200961.88,,,
Trend,2022-12-01,PL,Poland,P02,A2P Messaging,Actual,,,,,978245.49,,,
Trend,2022-12-01,PL,Poland,P03,IPX Roaming & Signalling,Actual,,,,,2251014.24,,,
Trend,2022-12-01,PL,Poland,P04,IP Transit,Actual,,,,,937375.25,,,
Trend,2022-12-01,PL,Poland,P05,Ethernet & Capacity Services,Actual,,,,,2774151.12,,,
Trend,2022-12-01,PL,Poland,P06,Cloud Connect,Actual,,,,,47703.7,,,
Trend,2022-12-01,PL,Poland,P07,Voice Firewall & Anti-Fraud,Actual,,,,,435951.55,,,
Trend,2022-12-01,RO,Romania,P01,International Voice Termination,Actual,,,,,262322.33,,,
Trend,2022-12-01,RO,Romania,P03,IPX Roaming & Signalling,Actual,,,,,763583.21,,,
Trend,2022-12-01,RO,Romania,P05,Ethernet & Capacity Services,Actual,,,,,1157317.3,,,
Trend,2022-12-01,RO,Romania,P07,Voice Firewall & Anti-Fraud,Actual,,,,,140817.64,,,
Trend,2022-12-01,SK,Slovakia,P01,International Voice Termination,Actual,,,,,582216.13,,,
Trend,2022-12-01,SK,Slovakia,P02,A2P Messaging,Actual,,,,,1748285.79,,,
Trend,2022-12-01,SK,Slovakia,P03,IPX Roaming & Signalling,Actual,,,,,590199.58,,,
Trend,2022-12-01,SK,Slovakia,P05,Ethernet & Capacity Services,Actual,,,,,331441.95,,,
Trend,2023-01-01,AT,Austria,P01,International Voice Termination,Actual,,,,,853205.0,,,
Trend,2023-01-01,AT,Austria,P02,A2P Messaging,Actual,,,,,1986128.72,,,
Trend,2023-01-01,AT,Austria,P03,IPX Roaming & Signalling,Actual,,,,,781800.77,,,
Trend,2023-01-01,AT,Austria,P04,IP Transit,Actual,,,,,607027.83,,,
Trend,2023-01-01,AT,Austria,P05,Ethernet & Capacity Services,Actual,,,,,1138311.98,,,
Trend,2023-01-01,AT,Austria,P07,Voice Firewall & Anti-Fraud,Actual,,,,,478192.66,,,
Trend,2023-01-01,CZ,Czechia,P03,IPX Roaming & Signalling,Actual,,,,,71153.39,,,
Trend,2023-01-01,CZ,Czechia,P04,IP Transit,Actual,,,,,131709.87,,,
Trend,2023-01-01,CZ,Czechia,P05,Ethernet & Capacity Services,Actual,,,,,1356081.33,,,
Trend,2023-01-01,CZ,Czechia,P06,Cloud Connect,Actual,,,,,111797.93,,,
Trend,2023-01-01,CZ,Czechia,P07,Voice Firewall & Anti-Fraud,Actual,,,,,26932.57,,,
Trend,2023-01-01,DE,Germany,P01,International Voice Termination,Actual,,,,,5104809.2,,,
Trend,2023-01-01,DE,Germany,P02,A2P Messaging,Actual,,,,,3165538.37,,,
Trend,2023-01-01,DE,Germany,P03,IPX Roaming & Signalling,Actual,,,,,3532226.74,,,
Trend,2023-01-01,DE,Germany,P04,IP Transit,Actual,,,,,4312232.16,,,
Trend,2023-01-01,DE,Germany,P05,Ethernet & Capacity Services,Actual,,,,,7083182.28,,,
Trend,2023-01-01,DE,Germany,P06,Cloud Connect,Actual,,,,,3459202.7,,,
Trend,2023-01-01,DE,Germany,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1075813.37,,,
Trend,2023-01-01,ES,Spain,P01,International Voice Termination,Actual,,,,,1227324.43,,,
Trend,2023-01-01,ES,Spain,P02,A2P Messaging,Actual,,,,,6818701.65,,,
Trend,2023-01-01,ES,Spain,P03,IPX Roaming & Signalling,Actual,,,,,1840143.98,,,
Trend,2023-01-01,ES,Spain,P04,IP Transit,Actual,,,,,2143436.73,,,
Trend,2023-01-01,ES,Spain,P05,Ethernet & Capacity Services,Actual,,,,,6471827.53,,,
Trend,2023-01-01,ES,Spain,P06,Cloud Connect,Actual,,,,,1813922.75,,,
Trend,2023-01-01,ES,Spain,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1443456.73,,,
Trend,2023-01-01,FR,France,P01,International Voice Termination,Actual,,,,,2464319.89,,,
Trend,2023-01-01,FR,France,P02,A2P Messaging,Actual,,,,,7143466.03,,,
Trend,2023-01-01,FR,France,P03,IPX Roaming & Signalling,Actual,,,,,6296701.16,,,
Trend,2023-01-01,FR,France,P04,IP Transit,Actual,,,,,1058652.83,,,
Trend,2023-01-01,FR,France,P05,Ethernet & Capacity Services,Actual,,,,,3380405.41,,,
Trend,2023-01-01,FR,France,P06,Cloud Connect,Actual,,,,,1426142.18,,,
Trend,2023-01-01,FR,France,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2717000.36,,,
Trend,2023-01-01,GR,Greece,P01,International Voice Termination,Actual,,,,,1234769.15,,,
Trend,2023-01-01,GR,Greece,P02,A2P Messaging,Actual,,,,,1317039.56,,,
Trend,2023-01-01,GR,Greece,P03,IPX Roaming & Signalling,Actual,,,,,958003.62,,,
Trend,2023-01-01,GR,Greece,P04,IP Transit,Actual,,,,,379045.46,,,
Trend,2023-01-01,GR,Greece,P05,Ethernet & Capacity Services,Actual,,,,,1113245.54,,,
Trend,2023-01-01,GR,Greece,P07,Voice Firewall & Anti-Fraud,Actual,,,,,573262.8,,,
Trend,2023-01-01,HR,Croatia,P05,Ethernet & Capacity Services,Actual,,,,,165841.02,,,
Trend,2023-01-01,HR,Croatia,P06,Cloud Connect,Actual,,,,,71276.24,,,
Trend,2023-01-01,HU,Hungary,P01,International Voice Termination,Actual,,,,,1894617.95,,,
Trend,2023-01-01,HU,Hungary,P02,A2P Messaging,Actual,,,,,1142997.16,,,
Trend,2023-01-01,HU,Hungary,P03,IPX Roaming & Signalling,Actual,,,,,1057362.66,,,
Trend,2023-01-01,HU,Hungary,P04,IP Transit,Actual,,,,,439497.94,,,
Trend,2023-01-01,HU,Hungary,P05,Ethernet & Capacity Services,Actual,,,,,1038096.28,,,
Trend,2023-01-01,HU,Hungary,P06,Cloud Connect,Actual,,,,,386347.18,,,
Trend,2023-01-01,HU,Hungary,P07,Voice Firewall & Anti-Fraud,Actual,,,,,538301.91,,,
Trend,2023-01-01,IT,Italy,P01,International Voice Termination,Actual,,,,,208758.82,,,
Trend,2023-01-01,IT,Italy,P02,A2P Messaging,Actual,,,,,1612986.36,,,
Trend,2023-01-01,IT,Italy,P03,IPX Roaming & Signalling,Actual,,,,,545330.42,,,
Trend,2023-01-01,IT,Italy,P04,IP Transit,Actual,,,,,984281.9,,,
Trend,2023-01-01,IT,Italy,P05,Ethernet & Capacity Services,Actual,,,,,5309831.53,,,
Trend,2023-01-01,IT,Italy,P06,Cloud Connect,Actual,,,,,1469794.71,,,
Trend,2023-01-01,IT,Italy,P07,Voice Firewall & Anti-Fraud,Actual,,,,,460930.01,,,
Trend,2023-01-01,NL,Netherlands,P01,International Voice Termination,Actual,,,,,2978534.95,,,
Trend,2023-01-01,NL,Netherlands,P02,A2P Messaging,Actual,,,,,4310804.45,,,
Trend,2023-01-01,NL,Netherlands,P03,IPX Roaming & Signalling,Actual,,,,,3092237.78,,,
Trend,2023-01-01,NL,Netherlands,P04,IP Transit,Actual,,,,,1040834.23,,,
Trend,2023-01-01,NL,Netherlands,P05,Ethernet & Capacity Services,Actual,,,,,2143736.41,,,
Trend,2023-01-01,NL,Netherlands,P06,Cloud Connect,Actual,,,,,73472.34,,,
Trend,2023-01-01,NL,Netherlands,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1333239.02,,,
Trend,2023-01-01,PL,Poland,P01,International Voice Termination,Actual,,,,,2560327.72,,,
Trend,2023-01-01,PL,Poland,P02,A2P Messaging,Actual,,,,,1020978.47,,,
Trend,2023-01-01,PL,Poland,P03,IPX Roaming & Signalling,Actual,,,,,2156704.8,,,
Trend,2023-01-01,PL,Poland,P04,IP Transit,Actual,,,,,881697.61,,,
Trend,2023-01-01,PL,Poland,P05,Ethernet & Capacity Services,Actual,,,,,2782999.45,,,
Trend,2023-01-01,PL,Poland,P06,Cloud Connect,Actual,,,,,51808.16,,,
Trend,2023-01-01,PL,Poland,P07,Voice Firewall & Anti-Fraud,Actual,,,,,476912.68,,,
Trend,2023-01-01,RO,Romania,P01,International Voice Termination,Actual,,,,,201890.85,,,
Trend,2023-01-01,RO,Romania,P03,IPX Roaming & Signalling,Actual,,,,,640766.11,,,
Trend,2023-01-01,RO,Romania,P05,Ethernet & Capacity Services,Actual,,,,,1214936.61,,,
Trend,2023-01-01,RO,Romania,P07,Voice Firewall & Anti-Fraud,Actual,,,,,140624.31,,,
Trend,2023-01-01,SK,Slovakia,P01,International Voice Termination,Actual,,,,,466083.27,,,
Trend,2023-01-01,SK,Slovakia,P02,A2P Messaging,Actual,,,,,1285111.15,,,
Trend,2023-01-01,SK,Slovakia,P03,IPX Roaming & Signalling,Actual,,,,,528922.57,,,
Trend,2023-01-01,SK,Slovakia,P05,Ethernet & Capacity Services,Actual,,,,,366546.68,,,
Trend,2023-02-01,AT,Austria,P01,International Voice Termination,Actual,,,,,812595.36,,,
Trend,2023-02-01,AT,Austria,P02,A2P Messaging,Actual,,,,,2053544.94,,,
Trend,2023-02-01,AT,Austria,P03,IPX Roaming & Signalling,Actual,,,,,821228.6,,,
Trend,2023-02-01,AT,Austria,P04,IP Transit,Actual,,,,,572510.18,,,
Trend,2023-02-01,AT,Austria,P05,Ethernet & Capacity Services,Actual,,,,,992660.3,,,
Trend,2023-02-01,AT,Austria,P07,Voice Firewall & Anti-Fraud,Actual,,,,,534754.79,,,
Trend,2023-02-01,CZ,Czechia,P03,IPX Roaming & Signalling,Actual,,,,,71827.71,,,
Trend,2023-02-01,CZ,Czechia,P04,IP Transit,Actual,,,,,132714.08,,,
Trend,2023-02-01,CZ,Czechia,P05,Ethernet & Capacity Services,Actual,,,,,1330690.62,,,
Trend,2023-02-01,CZ,Czechia,P06,Cloud Connect,Actual,,,,,110345.52,,,
Trend,2023-02-01,CZ,Czechia,P07,Voice Firewall & Anti-Fraud,Actual,,,,,29825.04,,,
Trend,2023-02-01,DE,Germany,P01,International Voice Termination,Actual,,,,,4611598.02,,,
Trend,2023-02-01,DE,Germany,P02,A2P Messaging,Actual,,,,,3257078.34,,,
Trend,2023-02-01,DE,Germany,P03,IPX Roaming & Signalling,Actual,,,,,3615152.05,,,
Trend,2023-02-01,DE,Germany,P04,IP Transit,Actual,,,,,4099182.96,,,
Trend,2023-02-01,DE,Germany,P05,Ethernet & Capacity Services,Actual,,,,,7076324.83,,,
Trend,2023-02-01,DE,Germany,P06,Cloud Connect,Actual,,,,,3383927.8,,,
Trend,2023-02-01,DE,Germany,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1112993.44,,,
Trend,2023-02-01,ES,Spain,P01,International Voice Termination,Actual,,,,,1113033.11,,,
Trend,2023-02-01,ES,Spain,P02,A2P Messaging,Actual,,,,,6644074.33,,,
Trend,2023-02-01,ES,Spain,P03,IPX Roaming & Signalling,Actual,,,,,1771410.25,,,
Trend,2023-02-01,ES,Spain,P04,IP Transit,Actual,,,,,2130372.9,,,
Trend,2023-02-01,ES,Spain,P05,Ethernet & Capacity Services,Actual,,,,,6370707.2,,,
Trend,2023-02-01,ES,Spain,P06,Cloud Connect,Actual,,,,,1732920.32,,,
Trend,2023-02-01,ES,Spain,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1330610.27,,,
Trend,2023-02-01,FR,France,P01,International Voice Termination,Actual,,,,,2205123.35,,,
Trend,2023-02-01,FR,France,P02,A2P Messaging,Actual,,,,,7096819.8,,,
Trend,2023-02-01,FR,France,P03,IPX Roaming & Signalling,Actual,,,,,6487921.31,,,
Trend,2023-02-01,FR,France,P04,IP Transit,Actual,,,,,995677.84,,,
Trend,2023-02-01,FR,France,P05,Ethernet & Capacity Services,Actual,,,,,3223387.33,,,
Trend,2023-02-01,FR,France,P06,Cloud Connect,Actual,,,,,1475454.71,,,
Trend,2023-02-01,FR,France,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2879212.01,,,
Trend,2023-02-01,GR,Greece,P01,International Voice Termination,Actual,,,,,1172357.9,,,
Trend,2023-02-01,GR,Greece,P02,A2P Messaging,Actual,,,,,1502402.16,,,
Trend,2023-02-01,GR,Greece,P03,IPX Roaming & Signalling,Actual,,,,,940304.97,,,
Trend,2023-02-01,GR,Greece,P04,IP Transit,Actual,,,,,321287.47,,,
Trend,2023-02-01,GR,Greece,P05,Ethernet & Capacity Services,Actual,,,,,1119767.98,,,
Trend,2023-02-01,GR,Greece,P07,Voice Firewall & Anti-Fraud,Actual,,,,,580065.03,,,
Trend,2023-02-01,HR,Croatia,P05,Ethernet & Capacity Services,Actual,,,,,158205.78,,,
Trend,2023-02-01,HR,Croatia,P06,Cloud Connect,Actual,,,,,73569.46,,,
Trend,2023-02-01,HU,Hungary,P01,International Voice Termination,Actual,,,,,1760136.47,,,
Trend,2023-02-01,HU,Hungary,P02,A2P Messaging,Actual,,,,,1230825.56,,,
Trend,2023-02-01,HU,Hungary,P03,IPX Roaming & Signalling,Actual,,,,,1065389.7,,,
Trend,2023-02-01,HU,Hungary,P04,IP Transit,Actual,,,,,455026.65,,,
Trend,2023-02-01,HU,Hungary,P05,Ethernet & Capacity Services,Actual,,,,,999231.19,,,
Trend,2023-02-01,HU,Hungary,P06,Cloud Connect,Actual,,,,,391363.4,,,
Trend,2023-02-01,HU,Hungary,P07,Voice Firewall & Anti-Fraud,Actual,,,,,577423.72,,,
Trend,2023-02-01,IT,Italy,P01,International Voice Termination,Actual,,,,,212164.11,,,
Trend,2023-02-01,IT,Italy,P02,A2P Messaging,Actual,,,,,1657112.89,,,
Trend,2023-02-01,IT,Italy,P03,IPX Roaming & Signalling,Actual,,,,,646053.21,,,
Trend,2023-02-01,IT,Italy,P04,IP Transit,Actual,,,,,1046085.49,,,
Trend,2023-02-01,IT,Italy,P05,Ethernet & Capacity Services,Actual,,,,,5286470.7,,,
Trend,2023-02-01,IT,Italy,P06,Cloud Connect,Actual,,,,,1552103.64,,,
Trend,2023-02-01,IT,Italy,P07,Voice Firewall & Anti-Fraud,Actual,,,,,463398.69,,,
Trend,2023-02-01,NL,Netherlands,P01,International Voice Termination,Actual,,,,,2753911.98,,,
Trend,2023-02-01,NL,Netherlands,P02,A2P Messaging,Actual,,,,,4591143.85,,,
Trend,2023-02-01,NL,Netherlands,P03,IPX Roaming & Signalling,Actual,,,,,3244706.77,,,
Trend,2023-02-01,NL,Netherlands,P04,IP Transit,Actual,,,,,1223525.36,,,
Trend,2023-02-01,NL,Netherlands,P05,Ethernet & Capacity Services,Actual,,,,,2165362.7,,,
Trend,2023-02-01,NL,Netherlands,P06,Cloud Connect,Actual,,,,,79851.28,,,
Trend,2023-02-01,NL,Netherlands,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1393163.72,,,
Trend,2023-02-01,PL,Poland,P01,International Voice Termination,Actual,,,,,2335315.0,,,
Trend,2023-02-01,PL,Poland,P02,A2P Messaging,Actual,,,,,1344264.75,,,
Trend,2023-02-01,PL,Poland,P03,IPX Roaming & Signalling,Actual,,,,,2109167.85,,,
Trend,2023-02-01,PL,Poland,P04,IP Transit,Actual,,,,,933845.26,,,
Trend,2023-02-01,PL,Poland,P05,Ethernet & Capacity Services,Actual,,,,,2799061.13,,,
Trend,2023-02-01,PL,Poland,P06,Cloud Connect,Actual,,,,,50402.8,,,
Trend,2023-02-01,PL,Poland,P07,Voice Firewall & Anti-Fraud,Actual,,,,,525424.28,,,
Trend,2023-02-01,RO,Romania,P01,International Voice Termination,Actual,,,,,179340.42,,,
Trend,2023-02-01,RO,Romania,P03,IPX Roaming & Signalling,Actual,,,,,627116.68,,,
Trend,2023-02-01,RO,Romania,P05,Ethernet & Capacity Services,Actual,,,,,1131266.82,,,
Trend,2023-02-01,RO,Romania,P07,Voice Firewall & Anti-Fraud,Actual,,,,,142082.04,,,
Trend,2023-02-01,SK,Slovakia,P01,International Voice Termination,Actual,,,,,450616.07,,,
Trend,2023-02-01,SK,Slovakia,P02,A2P Messaging,Actual,,,,,1436101.77,,,
Trend,2023-02-01,SK,Slovakia,P03,IPX Roaming & Signalling,Actual,,,,,556093.35,,,
Trend,2023-02-01,SK,Slovakia,P05,Ethernet & Capacity Services,Actual,,,,,346750.84,,,
Trend,2023-03-01,AT,Austria,P01,International Voice Termination,Actual,,,,,938653.0,,,
Trend,2023-03-01,AT,Austria,P02,A2P Messaging,Actual,,,,,2279437.25,,,
Trend,2023-03-01,AT,Austria,P03,IPX Roaming & Signalling,Actual,,,,,884091.69,,,
Trend,2023-03-01,AT,Austria,P04,IP Transit,Actual,,,,,610380.64,,,
Trend,2023-03-01,AT,Austria,P05,Ethernet & Capacity Services,Actual,,,,,1147725.31,,,
Trend,2023-03-01,AT,Austria,P07,Voice Firewall & Anti-Fraud,Actual,,,,,517286.86,,,
Trend,2023-03-01,CZ,Czechia,P03,IPX Roaming & Signalling,Actual,,,,,77979.21,,,
Trend,2023-03-01,CZ,Czechia,P04,IP Transit,Actual,,,,,133238.35,,,
Trend,2023-03-01,CZ,Czechia,P05,Ethernet & Capacity Services,Actual,,,,,1428277.51,,,
Trend,2023-03-01,CZ,Czechia,P06,Cloud Connect,Actual,,,,,100789.38,,,
Trend,2023-03-01,CZ,Czechia,P07,Voice Firewall & Anti-Fraud,Actual,,,,,29317.84,,,
Trend,2023-03-01,DE,Germany,P01,International Voice Termination,Actual,,,,,4662421.68,,,
Trend,2023-03-01,DE,Germany,P02,A2P Messaging,Actual,,,,,3529291.92,,,
Trend,2023-03-01,DE,Germany,P03,IPX Roaming & Signalling,Actual,,,,,3878824.44,,,
Trend,2023-03-01,DE,Germany,P04,IP Transit,Actual,,,,,4318267.41,,,
Trend,2023-03-01,DE,Germany,P05,Ethernet & Capacity Services,Actual,,,,,7233195.5,,,
Trend,2023-03-01,DE,Germany,P06,Cloud Connect,Actual,,,,,3703297.84,,,
Trend,2023-03-01,DE,Germany,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1131044.66,,,
Trend,2023-03-01,ES,Spain,P01,International Voice Termination,Actual,,,,,1213714.83,,,
Trend,2023-03-01,ES,Spain,P02,A2P Messaging,Actual,,,,,7864259.52,,,
Trend,2023-03-01,ES,Spain,P03,IPX Roaming & Signalling,Actual,,,,,2162411.47,,,
Trend,2023-03-01,ES,Spain,P04,IP Transit,Actual,,,,,1991359.84,,,
Trend,2023-03-01,ES,Spain,P05,Ethernet & Capacity Services,Actual,,,,,6395763.0,,,
Trend,2023-03-01,ES,Spain,P06,Cloud Connect,Actual,,,,,1801891.98,,,
Trend,2023-03-01,ES,Spain,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1427901.4,,,
Trend,2023-03-01,FR,France,P01,International Voice Termination,Actual,,,,,2360912.61,,,
Trend,2023-03-01,FR,France,P02,A2P Messaging,Actual,,,,,7620577.27,,,
Trend,2023-03-01,FR,France,P03,IPX Roaming & Signalling,Actual,,,,,7045871.89,,,
Trend,2023-03-01,FR,France,P04,IP Transit,Actual,,,,,1063179.43,,,
Trend,2023-03-01,FR,France,P05,Ethernet & Capacity Services,Actual,,,,,3279249.62,,,
Trend,2023-03-01,FR,France,P06,Cloud Connect,Actual,,,,,1482944.02,,,
Trend,2023-03-01,FR,France,P07,Voice Firewall & Anti-Fraud,Actual,,,,,3044000.95,,,
Trend,2023-03-01,GR,Greece,P01,International Voice Termination,Actual,,,,,1241147.02,,,
Trend,2023-03-01,GR,Greece,P02,A2P Messaging,Actual,,,,,1628554.47,,,
Trend,2023-03-01,GR,Greece,P03,IPX Roaming & Signalling,Actual,,,,,1118600.12,,,
Trend,2023-03-01,GR,Greece,P04,IP Transit,Actual,,,,,376337.9,,,
Trend,2023-03-01,GR,Greece,P05,Ethernet & Capacity Services,Actual,,,,,1130710.89,,,
Trend,2023-03-01,GR,Greece,P07,Voice Firewall & Anti-Fraud,Actual,,,,,606565.47,,,
Trend,2023-03-01,HR,Croatia,P05,Ethernet & Capacity Services,Actual,,,,,175609.58,,,
Trend,2023-03-01,HR,Croatia,P06,Cloud Connect,Actual,,,,,74913.82,,,
Trend,2023-03-01,HU,Hungary,P01,International Voice Termination,Actual,,,,,1903362.82,,,
Trend,2023-03-01,HU,Hungary,P02,A2P Messaging,Actual,,,,,1279556.26,,,
Trend,2023-03-01,HU,Hungary,P03,IPX Roaming & Signalling,Actual,,,,,1234242.03,,,
Trend,2023-03-01,HU,Hungary,P04,IP Transit,Actual,,,,,464334.72,,,
Trend,2023-03-01,HU,Hungary,P05,Ethernet & Capacity Services,Actual,,,,,1048947.81,,,
Trend,2023-03-01,HU,Hungary,P06,Cloud Connect,Actual,,,,,415034.43,,,
Trend,2023-03-01,HU,Hungary,P07,Voice Firewall & Anti-Fraud,Actual,,,,,570608.68,,,
Trend,2023-03-01,IT,Italy,P01,International Voice Termination,Actual,,,,,209863.92,,,
Trend,2023-03-01,IT,Italy,P02,A2P Messaging,Actual,,,,,1794564.2,,,
Trend,2023-03-01,IT,Italy,P03,IPX Roaming & Signalling,Actual,,,,,637997.14,,,
Trend,2023-03-01,IT,Italy,P04,IP Transit,Actual,,,,,1041517.62,,,
Trend,2023-03-01,IT,Italy,P05,Ethernet & Capacity Services,Actual,,,,,5655442.1,,,
Trend,2023-03-01,IT,Italy,P06,Cloud Connect,Actual,,,,,1477124.96,,,
Trend,2023-03-01,IT,Italy,P07,Voice Firewall & Anti-Fraud,Actual,,,,,416879.37,,,
Trend,2023-03-01,NL,Netherlands,P01,International Voice Termination,Actual,,,,,2950228.24,,,
Trend,2023-03-01,NL,Netherlands,P02,A2P Messaging,Actual,,,,,5061388.91,,,
Trend,2023-03-01,NL,Netherlands,P03,IPX Roaming & Signalling,Actual,,,,,3415634.42,,,
Trend,2023-03-01,NL,Netherlands,P04,IP Transit,Actual,,,,,1196039.66,,,
Trend,2023-03-01,NL,Netherlands,P05,Ethernet & Capacity Services,Actual,,,,,2157473.75,,,
Trend,2023-03-01,NL,Netherlands,P06,Cloud Connect,Actual,,,,,78303.79,,,
Trend,2023-03-01,NL,Netherlands,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1354308.74,,,
Trend,2023-03-01,PL,Poland,P01,International Voice Termination,Actual,,,,,2521264.28,,,
Trend,2023-03-01,PL,Poland,P02,A2P Messaging,Actual,,,,,1883598.54,,,
Trend,2023-03-01,PL,Poland,P03,IPX Roaming & Signalling,Actual,,,,,2228247.79,,,
Trend,2023-03-01,PL,Poland,P04,IP Transit,Actual,,,,,943430.78,,,
Trend,2023-03-01,PL,Poland,P05,Ethernet & Capacity Services,Actual,,,,,2817612.82,,,
Trend,2023-03-01,PL,Poland,P06,Cloud Connect,Actual,,,,,53732.19,,,
Trend,2023-03-01,PL,Poland,P07,Voice Firewall & Anti-Fraud,Actual,,,,,580003.21,,,
Trend,2023-03-01,RO,Romania,P01,International Voice Termination,Actual,,,,,207260.96,,,
Trend,2023-03-01,RO,Romania,P03,IPX Roaming & Signalling,Actual,,,,,786796.64,,,
Trend,2023-03-01,RO,Romania,P05,Ethernet & Capacity Services,Actual,,,,,1248526.93,,,
Trend,2023-03-01,RO,Romania,P07,Voice Firewall & Anti-Fraud,Actual,,,,,141203.98,,,
Trend,2023-03-01,SK,Slovakia,P01,International Voice Termination,Actual,,,,,451918.99,,,
Trend,2023-03-01,SK,Slovakia,P02,A2P Messaging,Actual,,,,,1715734.87,,,
Trend,2023-03-01,SK,Slovakia,P03,IPX Roaming & Signalling,Actual,,,,,595742.09,,,
Trend,2023-03-01,SK,Slovakia,P05,Ethernet & Capacity Services,Actual,,,,,340075.28,,,
Trend,2023-04-01,AT,Austria,P01,International Voice Termination,Actual,,,,,894355.05,,,
Trend,2023-04-01,AT,Austria,P02,A2P Messaging,Actual,,,,,2297887.3,,,
Trend,2023-04-01,AT,Austria,P03,IPX Roaming & Signalling,Actual,,,,,1067757.15,,,
Trend,2023-04-01,AT,Austria,P04,IP Transit,Actual,,,,,604933.52,,,
Trend,2023-04-01,AT,Austria,P05,Ethernet & Capacity Services,Actual,,,,,1117613.97,,,
Trend,2023-04-01,AT,Austria,P07,Voice Firewall & Anti-Fraud,Actual,,,,,490984.1,,,
Trend,2023-04-01,CZ,Czechia,P03,IPX Roaming & Signalling,Actual,,,,,94540.44,,,
Trend,2023-04-01,CZ,Czechia,P04,IP Transit,Actual,,,,,121886.01,,,
Trend,2023-04-01,CZ,Czechia,P05,Ethernet & Capacity Services,Actual,,,,,1436662.82,,,
Trend,2023-04-01,CZ,Czechia,P06,Cloud Connect,Actual,,,,,103921.35,,,
Trend,2023-04-01,CZ,Czechia,P07,Voice Firewall & Anti-Fraud,Actual,,,,,29475.74,,,
Trend,2023-04-01,DE,Germany,P01,International Voice Termination,Actual,,,,,4414873.48,,,
Trend,2023-04-01,DE,Germany,P02,A2P Messaging,Actual,,,,,3715057.06,,,
Trend,2023-04-01,DE,Germany,P03,IPX Roaming & Signalling,Actual,,,,,4661445.22,,,
Trend,2023-04-01,DE,Germany,P04,IP Transit,Actual,,,,,4384899.05,,,
Trend,2023-04-01,DE,Germany,P05,Ethernet & Capacity Services,Actual,,,,,6889822.53,,,
Trend,2023-04-01,DE,Germany,P06,Cloud Connect,Actual,,,,,3666237.62,,,
Trend,2023-04-01,DE,Germany,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1149632.52,,,
Trend,2023-04-01,ES,Spain,P01,International Voice Termination,Actual,,,,,1175435.4,,,
Trend,2023-04-01,ES,Spain,P02,A2P Messaging,Actual,,,,,7818730.36,,,
Trend,2023-04-01,ES,Spain,P03,IPX Roaming & Signalling,Actual,,,,,2335694.72,,,
Trend,2023-04-01,ES,Spain,P04,IP Transit,Actual,,,,,2124740.3,,,
Trend,2023-04-01,ES,Spain,P05,Ethernet & Capacity Services,Actual,,,,,6183291.49,,,
Trend,2023-04-01,ES,Spain,P06,Cloud Connect,Actual,,,,,1803649.55,,,
Trend,2023-04-01,ES,Spain,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1391477.54,,,
Trend,2023-04-01,FR,France,P01,International Voice Termination,Actual,,,,,2366495.23,,,
Trend,2023-04-01,FR,France,P02,A2P Messaging,Actual,,,,,8514179.1,,,
Trend,2023-04-01,FR,France,P03,IPX Roaming & Signalling,Actual,,,,,8349522.35,,,
Trend,2023-04-01,FR,France,P04,IP Transit,Actual,,,,,1107436.63,,,
Trend,2023-04-01,FR,France,P05,Ethernet & Capacity Services,Actual,,,,,3425166.83,,,
Trend,2023-04-01,FR,France,P06,Cloud Connect,Actual,,,,,1471951.98,,,
Trend,2023-04-01,FR,France,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2856888.18,,,
Trend,2023-04-01,GR,Greece,P01,International Voice Termination,Actual,,,,,1182161.69,,,
Trend,2023-04-01,GR,Greece,P02,A2P Messaging,Actual,,,,,1449377.74,,,
Trend,2023-04-01,GR,Greece,P03,IPX Roaming & Signalling,Actual,,,,,1265842.71,,,
Trend,2023-04-01,GR,Greece,P04,IP Transit,Actual,,,,,346009.82,,,
Trend,2023-04-01,GR,Greece,P05,Ethernet & Capacity Services,Actual,,,,,1109410.31,,,
Trend,2023-04-01,GR,Greece,P07,Voice Firewall & Anti-Fraud,Actual,,,,,622455.69,,,
Trend,2023-04-01,HR,Croatia,P05,Ethernet & Capacity Services,Actual,,,,,171810.03,,,
Trend,2023-04-01,HR,Croatia,P06,Cloud Connect,Actual,,,,,75890.83,,,
Trend,2023-04-01,HU,Hungary,P01,International Voice Termination,Actual,,,,,1763173.29,,,
