year_month,customer_id,country_code,product_id,volume_units,unit_price_eur,revenue_eur,cost_eur,margin_eur,margin_pct
2020-04,CUS0076,ES,P03,5649.38,1.267717,7161.82,5308.65,1853.17,0.2588
2020-04,CUS0099,ES,P03,17557.65,1.264435,22200.51,16131.83,6068.68,0.2734
2020-04,CUS0030,ES,P04,381066.97,0.257653,98182.88,69257.83,28925.05,0.2946
2020-04,CUS0060,ES,P04,2459458.24,0.237474,584058.47,412922.02,171136.45,0.293
2020-04,CUS0074,ES,P04,627755.96,0.261408,164100.31,114795.21,49305.11,0.3005
2020-04,CUS0077,ES,P04,4407002.6,0.228893,1008733.73,711657.95,297075.77,0.2945
2020-04,CUS0030,ES,P05,227424.1,0.854461,194325.0,127447.19,66877.81,0.3442
2020-04,CUS0053,ES,P05,440103.46,0.791101,348166.28,228902.51,119263.77,0.3425
2020-04,CUS0063,ES,P05,567870.87,0.800688,454687.55,301660.66,153026.88,0.3366
2020-04,CUS0074,ES,P05,410018.98,0.849183,348181.32,228456.04,119725.28,0.3439
2020-04,CUS0077,ES,P05,2984683.29,0.710538,2120730.84,1410312.16,710418.68,0.335
2020-04,CUS0088,ES,P05,575364.31,0.820689,472195.17,313718.17,158476.99,0.3356
2020-04,CUS0098,ES,P05,973537.14,0.790462,769544.07,506996.31,262547.76,0.3412
2020-04,CUS0099,ES,P05,389702.7,0.806763,314397.75,206594.3,107803.45,0.3429
2020-04,CUS0030,ES,P06,37394.09,1.798363,67248.13,39910.5,27337.63,0.4065
2020-04,CUS0031,ES,P06,84869.29,1.743233,147946.95,88922.13,59024.83,0.399
2020-04,CUS0077,ES,P06,433939.34,1.509489,655026.56,390322.66,264703.9,0.4041
2020-04,CUS0010,ES,P07,3181890.52,0.068357,217503.07,104966.69,112536.38,0.5174
2020-04,CUS0012,ES,P07,1553900.36,0.071977,111845.32,54063.3,57782.02,0.5166
2020-04,CUS0038,ES,P07,3554464.88,0.067506,239946.72,114490.62,125456.1,0.5228
2020-04,CUS0053,ES,P07,869526.03,0.07244,62988.81,30367.38,32621.44,0.5179
2020-04,CUS0063,ES,P07,1094709.1,0.071658,78444.52,37350.6,41093.92,0.5239
2020-04,CUS0076,ES,P07,274517.12,0.071375,19593.74,9402.08,10191.66,0.5201
2020-04,CUS0099,ES,P07,819956.47,0.070788,58042.97,27453.56,30589.41,0.527
2020-04,CUS0115,ES,P07,621248.01,0.068176,42354.02,20437.19,21916.83,0.5175
2020-04,CUS0007,FR,P01,117136919.01,0.014935,1749474.77,1544996.93,204477.83,0.1169
2020-04,CUS0013,FR,P01,104498628.82,0.015325,1601399.18,1413850.8,187548.38,0.1171
2020-04,CUS0106,FR,P01,115052674.39,0.015405,1772396.66,1551758.62,220638.04,0.1245
2020-04,CUS0066,FR,P02,25019263.99,0.038396,960638.78,781832.22,178806.56,0.1861
2020-04,CUS0100,FR,P02,49743296.53,0.036253,1803334.29,1453027.45,350306.84,0.1943
2020-04,CUS0117,FR,P02,44660453.16,0.039382,1758806.49,1414350.1,344456.39,0.1958
2020-04,CUS0120,FR,P02,7905088.27,0.040295,318535.28,257290.69,61244.59,0.1923
2020-04,CUS0004,FR,P03,20088.05,1.422629,28577.84,21171.55,7406.29,0.2592
2020-04,CUS0007,FR,P03,47627.69,1.387221,66070.12,48539.14,17530.98,0.2653
2020-04,CUS0013,FR,P03,45107.74,1.42852,64437.3,47872.45,16564.86,0.2571
2020-04,CUS0036,FR,P03,200922.7,1.296412,260478.55,194194.22,66284.33,0.2545
2020-04,CUS0048,FR,P03,74798.1,1.393235,104211.31,77278.2,26933.11,0.2584
2020-04,CUS0078,FR,P03,52455.69,1.39453,73151.05,53470.28,19680.77,0.269
2020-04,CUS0106,FR,P03,48930.09,1.381987,67620.74,49680.87,17939.88,0.2653
2020-04,CUS0026,FR,P04,146262.02,0.283531,41469.85,28657.74,12812.12,0.309
2020-04,CUS0066,FR,P04,927778.55,0.293317,272133.07,191530.94,80602.13,0.2962
2020-04,CUS0101,FR,P04,478734.43,0.283135,135546.52,95524.38,40022.15,0.2953
2020-04,CUS0117,FR,P04,1585650.75,0.28856,457555.31,319827.99,137727.31,0.301
2020-04,CUS0004,FR,P05,456978.26,0.875707,400179.19,266576.54,133602.65,0.3339
2020-04,CUS0007,FR,P05,1043877.2,0.863765,901664.38,596957.4,304706.97,0.3379
2020-04,CUS0026,FR,P05,93984.66,0.91291,85799.58,56701.29,29098.29,0.3391
2020-04,CUS0066,FR,P05,652452.61,0.90833,592642.5,396496.34,196146.16,0.331
2020-04,CUS0117,FR,P05,1135055.19,0.904313,1026445.2,668290.0,358155.21,0.3489
2020-04,CUS0120,FR,P05,198572.61,0.89031,176791.14,115783.66,61007.48,0.3451
2020-04,CUS0026,FR,P06,12960.81,1.956969,25363.9,14948.83,10415.07,0.4106
2020-04,CUS0034,FR,P06,166761.6,1.703105,284012.48,171444.97,112567.51,0.3963
2020-04,CUS0066,FR,P06,79818.77,1.96336,156712.94,95016.06,61696.88,0.3937
2020-04,CUS0101,FR,P06,38048.47,1.881652,71594.0,42292.46,29301.54,0.4093
2020-04,CUS0117,FR,P06,142539.27,1.968013,280519.13,162865.48,117653.65,0.4194
2020-04,CUS0120,FR,P06,29814.42,1.888598,56307.43,33778.9,22528.53,0.4001
2020-04,CUS0004,FR,P07,929583.75,0.076165,70802.21,35047.04,35755.17,0.505
2020-04,CUS0007,FR,P07,2001713.6,0.077006,154143.37,72987.05,81156.31,0.5265
2020-04,CUS0024,FR,P07,3227246.23,0.072139,232811.61,111228.71,121582.9,0.5222
2020-04,CUS0036,FR,P07,7833109.18,0.073404,574982.23,274513.08,300469.16,0.5226
2020-04,CUS0048,FR,P07,2896125.33,0.07693,222799.15,107833.86,114965.3,0.516
2020-04,CUS0058,FR,P07,601096.87,0.076304,45866.33,22329.44,23536.88,0.5132
2020-04,CUS0078,FR,P07,2245990.41,0.075919,170513.05,82775.5,87737.55,0.5146
2020-04,CUS0100,FR,P07,2687783.14,0.074559,200398.44,95722.88,104675.56,0.5223
2020-04,CUS0025,GR,P01,101966566.07,0.01232,1256183.76,1111518.99,144664.78,0.1152
2020-04,CUS0109,GR,P01,44709759.28,0.012758,570404.84,504210.89,66193.95,0.116
2020-04,CUS0110,GR,P01,58294035.73,0.012865,749974.26,658237.36,91736.9,0.1223
2020-04,CUS0046,GR,P02,28579094.6,0.031554,901777.91,725085.66,176692.25,0.1959
2020-04,CUS0025,GR,P03,40176.95,1.129667,45386.58,32847.75,12538.83,0.2763
2020-04,CUS0109,GR,P03,16944.77,1.149566,19479.13,14250.68,5228.45,0.2684
2020-04,CUS0110,GR,P03,28023.0,1.200263,33634.96,24891.63,8743.33,0.2599
2020-04,CUS0025,GR,P04,1447643.32,0.220427,319100.31,225700.61,93399.7,0.2927
2020-04,CUS0035,GR,P05,487271.22,0.747823,364392.52,237430.82,126961.69,0.3484
2020-04,CUS0109,GR,P05,415026.09,0.746874,309972.22,201857.47,108114.75,0.3488
2020-04,CUS0110,GR,P05,596319.67,0.733046,437129.72,285718.55,151411.17,0.3464
2020-04,CUS0025,GR,P07,1785506.57,0.061612,110007.97,52780.06,57227.92,0.5202
2020-04,CUS0046,GR,P07,1529556.75,0.063204,96674.43,46204.6,50469.83,0.5221
2020-04,CUS0109,GR,P07,824580.53,0.065783,54243.75,26656.09,27587.66,0.5086
2020-04,CUS0110,GR,P07,1229950.25,0.063984,78696.57,38324.48,40372.09,0.513
2020-04,CUS0071,HR,P05,205597.4,0.749507,154096.63,100447.08,53649.55,0.3482
2020-04,CUS0071,HR,P06,28724.98,1.578026,45328.77,26636.93,18691.83,0.4124
2020-04,CUS0018,HU,P01,111640923.0,0.011929,1331733.65,1188443.29,143290.36,0.1076
2020-04,CUS0043,HU,P01,65409921.3,0.0127,830724.54,738945.82,91778.72,0.1105
2020-04,CUS0055,HU,P01,51142677.14,0.012708,649946.3,582177.78,67768.52,0.1043
2020-04,CUS0056,HU,P01,37663645.96,0.012563,473172.97,415535.25,57637.71,0.1218
2020-04,CUS0095,HU,P01,12898254.35,0.012834,165542.61,145641.59,19901.02,0.1202
2020-04,CUS0114,HU,P01,42174569.49,0.013022,549203.93,481314.5,67889.43,0.1236
2020-04,CUS0001,HU,P02,5173650.71,0.033498,173309.35,139427.16,33882.18,0.1955
2020-04,CUS0092,HU,P02,14063277.2,0.030671,431328.77,353884.51,77444.27,0.1795
2020-04,CUS0018,HU,P03,47856.12,1.105899,52924.04,38791.09,14132.95,0.267
2020-04,CUS0043,HU,P03,26193.08,1.247047,32664.0,24154.43,8509.57,0.2605
2020-04,CUS0056,HU,P03,15605.94,1.181431,18437.34,13566.63,4870.71,0.2642
2020-04,CUS0095,HU,P03,4964.2,1.189457,5904.71,4333.15,1571.56,0.2662
2020-04,CUS0001,HU,P04,181689.47,0.235077,42711.0,29440.91,13270.09,0.3107
2020-04,CUS0001,HU,P05,128497.08,0.766426,98483.51,65975.7,32507.8,0.3301
2020-04,CUS0018,HU,P05,1019726.63,0.696598,710339.63,468025.0,242314.63,0.3411
2020-04,CUS0001,HU,P06,18749.8,1.618206,30341.04,17827.08,12513.96,0.4124
2020-04,CUS0018,HU,P07,2128825.85,0.061304,130505.89,61785.43,68720.46,0.5266
2020-04,CUS0055,HU,P07,1014555.86,0.065868,66826.44,31324.02,35502.42,0.5313
2020-04,CUS0056,HU,P07,680359.02,0.062379,42439.9,20142.34,22297.56,0.5254
2020-04,CUS0092,HU,P07,707034.03,0.0622,43977.37,21223.04,22754.33,0.5174
2020-04,CUS0114,HU,P07,714853.12,0.066481,47524.21,22593.2,24931.01,0.5246
2020-04,CUS0086,IT,P01,33615327.47,0.014162,476044.16,415042.07,61002.1,0.1281
2020-04,CUS0102,IT,P02,7445183.16,0.03521,262144.39,211752.31,50392.08,0.1922
2020-04,CUS0086,IT,P03,14820.49,1.309223,19403.34,14437.1,4966.24,0.2559
2020-04,CUS0037,IT,P04,2179889.85,0.230807,503134.89,353185.75,149949.14,0.298
2020-04,CUS0059,IT,P04,1342459.39,0.233793,313858.22,218183.6,95674.62,0.3048
2020-04,CUS0037,IT,P05,1521802.5,0.735762,1119685.16,735560.35,384124.81,0.3431
2020-04,CUS0059,IT,P05,915235.37,0.724426,663020.58,429407.46,233613.12,0.3523
2020-04,CUS0067,IT,P05,643245.13,0.813788,523465.15,353106.69,170358.45,0.3254
2020-04,CUS0086,IT,P05,294094.92,0.800185,235330.21,154211.78,81118.43,0.3447
2020-04,CUS0112,IT,P05,3660946.87,0.762776,2792481.06,1864692.66,927788.4,0.3322
2020-04,CUS0059,IT,P06,130761.07,1.589843,207889.53,123275.27,84614.26,0.407
2020-04,CUS0112,IT,P06,491400.2,1.589204,780935.17,465263.11,315672.06,0.4042
2020-04,CUS0050,IT,P07,1550656.98,0.069201,107307.44,52596.05,54711.4,0.5099
2020-04,CUS0086,IT,P07,580920.69,0.071465,41515.29,19963.11,21552.18,0.5191
2020-04,CUS0102,IT,P07,351625.78,0.070017,24619.63,11862.53,12757.09,0.5182
2020-04,CUS0028,NL,P01,73352933.21,0.015665,1149072.21,1020504.18,128568.03,0.1119
2020-04,CUS0039,NL,P01,32141230.7,0.015382,494395.75,437961.19,56434.56,0.1141
2020-04,CUS0061,NL,P01,69105090.26,0.016455,1137119.38,1006521.41,130597.97,0.1148
2020-04,CUS0087,NL,P01,256023152.93,0.015224,3897776.18,3436305.16,461471.02,0.1184
2020-04,CUS0003,NL,P02,6859243.35,0.041656,285725.47,227358.64,58366.83,0.2043
2020-04,CUS0032,NL,P02,60439217.83,0.038873,2349466.3,1906435.88,443030.42,0.1886
2020-04,CUS0040,NL,P02,1663797.08,0.042247,70290.98,56714.24,13576.74,0.1932
2020-04,CUS0075,NL,P02,4170318.48,0.038701,161396.91,130688.55,30708.36,0.1903
2020-04,CUS0028,NL,P03,31430.73,1.478303,46464.14,34161.63,12302.5,0.2648
2020-04,CUS0044,NL,P03,73348.53,1.375522,100892.53,74202.44,26690.09,0.2645
2020-04,CUS0061,NL,P03,30728.41,1.50291,46182.05,34061.5,12120.54,0.2625
2020-04,CUS0087,NL,P03,102636.18,1.369494,140559.66,102301.75,38257.91,0.2722
2020-04,CUS0003,NL,P04,250136.27,0.304242,76102.04,52673.01,23429.03,0.3079
2020-04,CUS0087,NL,P04,3155766.88,0.269789,851392.34,595892.51,255499.83,0.3001
2020-04,CUS0003,NL,P05,179258.37,0.946813,169724.15,111136.68,58587.47,0.3452
2020-04,CUS0087,NL,P05,2265004.36,0.843881,1911394.84,1252995.91,658398.94,0.3445
2020-04,CUS0003,NL,P06,22434.24,1.960489,43982.08,26306.82,17675.27,0.4019
2020-04,CUS0028,NL,P07,1357003.14,0.078858,107010.6,51163.61,55846.99,0.5219
2020-04,CUS0032,NL,P07,2696926.53,0.078474,211639.19,102629.01,109010.17,0.5151
2020-04,CUS0061,NL,P07,1418979.91,0.080692,114500.97,53685.35,60815.62,0.5311
2020-04,CUS0075,NL,P07,195509.92,0.078254,15299.42,7333.33,7966.09,0.5207
2020-04,CUS0087,NL,P07,4578124.63,0.076619,350771.79,167248.97,183522.82,0.5232
2020-04,CUS0014,PL,P01,28550443.33,0.012741,363748.19,323809.25,39938.94,0.1098
2020-04,CUS0015,PL,P01,57231672.21,0.01348,771502.47,681964.27,89538.21,0.1161
2020-04,CUS0016,PL,P01,12515994.39,0.012604,157752.83,138871.15,18881.68,0.1197
2020-04,CUS0041,PL,P01,120180926.98,0.012863,1545889.04,1355729.87,190159.17,0.123
2020-04,CUS0054,PL,P01,165305168.34,0.012746,2107049.32,1853182.23,253867.09,0.1205
2020-04,CUS0072,PL,P01,46920828.98,0.012386,581149.02,518587.21,62561.81,0.1077
2020-04,CUS0093,PL,P02,5490212.65,0.033931,186287.96,149576.67,36711.29,0.1971
2020-04,CUS0014,PL,P03,12708.65,1.172765,14904.25,10911.16,3993.1,0.2679
2020-04,CUS0015,PL,P03,24304.09,1.161791,28236.27,20959.07,7277.21,0.2577
2020-04,CUS0041,PL,P03,57580.34,1.180373,67966.26,49463.6,18502.66,0.2722
2020-04,CUS0054,PL,P03,68618.87,1.184093,81251.13,59832.45,21418.69,0.2636
2020-04,CUS0072,PL,P03,20757.94,1.185378,24606.01,18102.53,6503.48,0.2643
2020-04,CUS0116,PL,P04,3041761.14,0.207836,632187.59,444229.34,187958.25,0.2973
2020-04,CUS0014,PL,P05,251909.88,0.74914,188715.76,124610.22,64105.54,0.3397
2020-04,CUS0016,PL,P05,104277.23,0.753343,78556.56,51907.92,26648.64,0.3392
2020-04,CUS0041,PL,P05,1103003.22,0.748769,825894.62,545802.45,280092.18,0.3391
2020-04,CUS0054,PL,P05,1505079.69,0.74297,1118229.14,739614.62,378614.52,0.3386
2020-04,CUS0093,PL,P05,131150.48,0.770051,100992.58,67177.4,33815.18,0.3348
2020-04,CUS0093,PL,P06,18930.68,1.636287,30976.02,18285.52,12690.5,0.4097
2020-04,CUS0014,PL,P07,520714.73,0.063919,33283.82,16100.43,17183.4,0.5163
2020-04,CUS0041,PL,P07,2090526.8,0.063234,132191.9,64362.52,67829.38,0.5131
2020-04,CUS0072,PL,P07,970496.91,0.065198,63274.29,30233.36,33040.93,0.5222
2020-04,CUS0062,RO,P01,34877332.18,0.011874,414118.09,369832.86,44285.23,0.1069
2020-04,CUS0062,RO,P03,15580.13,1.074946,16747.8,12416.62,4331.18,0.2586
2020-04,CUS0089,RO,P03,15342.19,1.032096,15834.6,11774.5,4060.1,0.2564
2020-04,CUS0083,RO,P05,644005.47,0.671242,432283.61,282369.8,149913.82,0.3468
2020-04,CUS0089,RO,P05,321871.64,0.663804,213659.61,140905.03,72754.58,0.3405
2020-04,CUS0062,RO,P07,645281.71,0.059272,38247.18,18217.12,20030.05,0.5237
2020-04,CUS0089,RO,P07,655256.83,0.057939,37965.07,18292.29,19672.78,0.5182
2020-04,CUS0033,SK,P01,46895134.2,0.01311,614796.78,544155.09,70641.7,0.1149
2020-04,CUS0070,SK,P02,29040480.41,0.032823,953184.46,771350.48,181833.97,0.1908
2020-04,CUS0011,SK,P03,11015.69,1.275205,14047.26,10293.37,3753.89,0.2672
2020-04,CUS0033,SK,P03,17743.01,1.23751,21957.15,16290.19,5666.96,0.2581
2020-04,CUS0084,SK,P03,21872.57,1.225211,26798.52,19530.07,7268.45,0.2712
2020-04,CUS0033,SK,P05,441508.74,0.773972,341715.55,225779.52,115936.03,0.3393
2020-04,CUS0084,SK,P05,463120.0,0.769454,356349.49,240221.59,116127.91,0.3259
2020-04,CUS0084,SK,P07,938369.95,0.066905,62782.06,30578.25,32203.8,0.5129
2020-05,CUS0045,AT,P01,136542667.37,0.015483,2114135.37,1871236.06,242899.31,0.1149
2020-05,CUS0008,AT,P02,26455288.73,0.039157,1035897.51,832067.44,203830.07,0.1968
2020-05,CUS0022,AT,P02,11162670.14,0.039614,442198.4,355875.66,86322.74,0.1952
2020-05,CUS0104,AT,P02,20063222.95,0.043203,866801.29,703932.04,162869.25,0.1879
2020-05,CUS0045,AT,P03,66272.25,1.341716,88918.55,65465.88,23452.67,0.2638
2020-05,CUS0081,AT,P03,9810.88,1.451934,14244.75,10461.32,3783.43,0.2656
2020-05,CUS0045,AT,P04,1744977.47,0.264222,461061.51,322454.34,138607.17,0.3006
2020-05,CUS0045,AT,P05,1095866.79,0.877579,961709.73,628407.29,333302.44,0.3466
2020-05,CUS0104,AT,P05,404464.6,0.976118,394805.34,259553.7,135251.63,0.3426
2020-05,CUS0104,AT,P06,60691.31,2.065646,125366.73,74322.54,51044.2,0.4072
2020-05,CUS0008,AT,P07,1244442.91,0.080274,99896.15,47344.12,52552.03,0.5261
2020-05,CUS0045,AT,P07,2308256.24,0.079978,184610.82,87890.04,96720.77,0.5239
2020-05,CUS0081,AT,P07,327758.74,0.08306,27223.53,12935.29,14288.23,0.5248
2020-05,CUS0085,CZ,P03,7132.77,1.268857,9050.46,6667.67,2382.79,0.2633
2020-05,CUS0002,CZ,P04,493599.49,0.215502,106371.87,75504.08,30867.79,0.2902
2020-05,CUS0069,CZ,P05,86263.31,0.801291,69121.99,45775.6,23346.39,0.3378
2020-05,CUS0118,CZ,P05,1668873.78,0.740308,1235479.78,807466.69,428013.1,0.3464
2020-05,CUS0002,CZ,P06,42749.02,1.515927,64804.38,38689.43,26114.95,0.403
2020-05,CUS0085,CZ,P07,235632.36,0.070624,16641.41,7851.13,8790.28,0.5282
2020-05,CUS0020,DE,P01,22242975.24,0.016701,371468.99,333022.01,38446.98,0.1035
2020-05,CUS0042,DE,P01,374460176.82,0.015275,5719894.27,5048481.8,671412.46,0.1174
2020-05,CUS0057,DE,P01,151778174.98,0.016411,2490879.71,2218175.35,272704.36,0.1095
2020-05,CUS0065,DE,P01,120009782.04,0.016275,1953115.7,1724407.77,228707.93,0.1171
2020-05,CUS0005,DE,P02,36837359.9,0.039935,1471093.22,1174694.33,296398.89,0.2015
2020-05,CUS0090,DE,P02,23315113.79,0.04369,1018642.9,822107.46,196535.44,0.1929
2020-05,CUS0019,DE,P03,37880.89,1.492157,56524.26,41512.65,15011.6,0.2656
2020-05,CUS0023,DE,P03,4182.48,1.545652,6464.67,4749.82,1714.85,0.2653
2020-05,CUS0057,DE,P03,84132.54,1.516242,127565.32,94166.86,33398.46,0.2618
2020-05,CUS0068,DE,P03,156349.42,1.517381,237241.58,171978.34,65263.24,0.2751
2020-05,CUS0107,DE,P03,31643.31,1.558908,49329.03,36680.39,12648.64,0.2564
2020-05,CUS0042,DE,P04,5240591.19,0.275058,1441468.54,1006794.85,434673.69,0.3015
2020-05,CUS0049,DE,P04,219464.68,0.298296,65465.44,46658.22,18807.22,0.2873
2020-05,CUS0079,DE,P04,1760027.3,0.261047,459450.18,321749.96,137700.22,0.2997
2020-05,CUS0090,DE,P04,875036.55,0.30967,270972.94,187856.0,83116.94,0.3067
2020-05,CUS0097,DE,P04,2731146.24,0.264978,723693.72,508310.69,215383.03,0.2976
2020-05,CUS0113,DE,P04,2197333.79,0.267197,587120.07,405266.38,181853.69,0.3097
2020-05,CUS0019,DE,P05,558094.61,0.945209,527516.25,349223.59,178292.67,0.338
2020-05,CUS0027,DE,P05,423623.77,0.982088,416035.81,276542.13,139493.69,0.3353
2020-05,CUS0047,DE,P05,812482.24,0.930856,756303.89,493729.82,262574.07,0.3472
2020-05,CUS0049,DE,P05,135778.33,0.963781,130860.61,85914.06,44946.56,0.3435
2020-05,CUS0057,DE,P05,1281913.31,0.946226,1212979.47,786083.11,426896.37,0.3519
2020-05,CUS0090,DE,P05,528774.48,0.97581,515983.35,339346.06,176637.28,0.3423
2020-05,CUS0097,DE,P05,1979813.47,0.845513,1673958.19,1089780.77,584177.42,0.349
2020-05,CUS0113,DE,P05,1544627.95,0.864797,1335789.07,880869.64,454919.43,0.3406
2020-05,CUS0064,DE,P06,512400.39,1.810445,927672.59,549013.06,378659.53,0.4082
2020-05,CUS0079,DE,P06,172269.85,1.787465,307926.28,180011.29,127914.98,0.4154
2020-05,CUS0090,DE,P06,82236.72,2.059028,169327.75,101203.84,68123.91,0.4023
2020-05,CUS0097,DE,P06,255204.72,1.807786,461355.53,276652.25,184703.27,0.4003
2020-05,CUS0113,DE,P06,183330.52,1.865067,341923.63,204489.02,137434.62,0.4019
2020-05,CUS0006,DE,P07,1117621.74,0.08222,91890.62,43465.37,48425.25,0.527
2020-05,CUS0023,DE,P07,140479.44,0.083458,11724.14,5714.05,6010.09,0.5126
2020-05,CUS0027,DE,P07,907727.17,0.084273,76497.29,36441.46,40055.83,0.5236
2020-05,CUS0057,DE,P07,2639285.18,0.082328,217286.99,101545.56,115741.43,0.5327
2020-05,CUS0107,DE,P07,1075199.58,0.086197,92679.51,43712.77,48966.74,0.5283
2020-05,CUS0012,ES,P01,87427517.68,0.014173,1239146.35,1094302.56,144843.79,0.1169
2020-05,CUS0053,ES,P01,46716959.95,0.013833,646242.03,569978.65,76263.38,0.118
2020-05,CUS0076,ES,P01,29833950.15,0.01378,411117.89,358741.16,52376.73,0.1274
2020-05,CUS0099,ES,P01,38723492.71,0.013792,534070.8,470383.8,63687.0,0.1192
2020-05,CUS0010,ES,P02,74805967.72,0.033113,2477017.05,1994023.69,482993.36,0.195
2020-05,CUS0030,ES,P02,11015296.3,0.036671,403947.27,325647.11,78300.16,0.1938
2020-05,CUS0031,ES,P02,26151119.29,0.035716,934007.84,761014.62,172993.22,0.1852
2020-05,CUS0074,ES,P02,19263682.08,0.03627,698693.19,557804.41,140888.78,0.2016
2020-05,CUS0115,ES,P02,13920601.63,0.034949,486508.32,401819.41,84688.91,0.1741
2020-05,CUS0119,ES,P02,1863654.79,0.034374,64060.87,51423.24,12637.62,0.1973
2020-05,CUS0012,ES,P03,48477.76,1.327165,64337.98,47225.56,17112.42,0.266
2020-05,CUS0051,ES,P03,100091.67,1.17683,117790.85,87667.66,30123.19,0.2557
2020-05,CUS0053,ES,P03,27993.79,1.26538,35422.8,25757.04,9665.76,0.2729
2020-05,CUS0076,ES,P03,16785.15,1.280803,21498.47,15657.93,5840.54,0.2717
2020-05,CUS0099,ES,P03,23220.75,1.262221,29309.72,21644.42,7665.3,0.2615
2020-05,CUS0030,ES,P04,377764.85,0.252388,95343.34,66733.97,28609.37,0.3001
2020-05,CUS0060,ES,P04,2266093.18,0.228032,516742.22,361087.04,155655.18,0.3012
2020-05,CUS0074,ES,P04,740750.17,0.252155,186784.13,130773.86,56010.28,0.2999
2020-05,CUS0077,ES,P04,4319355.74,0.223768,966531.53,678866.27,287665.25,0.2976
2020-05,CUS0030,ES,P05,275172.58,0.824963,227007.2,150554.92,76452.28,0.3368
2020-05,CUS0053,ES,P05,412689.42,0.777636,320922.22,207479.98,113442.23,0.3535
2020-05,CUS0063,ES,P05,573107.03,0.761003,436136.35,286309.27,149827.08,0.3435
2020-05,CUS0074,ES,P05,463070.98,0.831068,384843.33,254609.33,130234.01,0.3384
2020-05,CUS0077,ES,P05,3053167.56,0.707845,2161168.41,1438739.73,722428.68,0.3343
2020-05,CUS0088,ES,P05,600075.36,0.83242,499514.46,328417.26,171097.2,0.3425
2020-05,CUS0098,ES,P05,1005440.07,0.812521,816941.21,539452.2,277489.01,0.3397
2020-05,CUS0099,ES,P05,382048.77,0.779815,297927.26,195702.71,102224.54,0.3431
2020-05,CUS0030,ES,P06,39561.58,1.75886,69583.29,41294.45,28288.84,0.4065
2020-05,CUS0031,ES,P06,78845.28,1.782717,140558.79,80960.3,59598.49,0.424
2020-05,CUS0077,ES,P06,410950.74,1.501986,617242.12,367881.15,249360.97,0.404
2020-05,CUS0010,ES,P07,3203664.39,0.067893,217506.09,104893.09,112613.0,0.5177
2020-05,CUS0012,ES,P07,1641812.84,0.071255,116986.72,55310.64,61676.08,0.5272
2020-05,CUS0038,ES,P07,3183052.21,0.066309,211064.98,102021.19,109043.79,0.5166
2020-05,CUS0053,ES,P07,907431.45,0.070128,63636.5,30840.17,32796.33,0.5154
2020-05,CUS0063,ES,P07,1178078.61,0.069519,81898.31,39268.97,42629.35,0.5205
2020-05,CUS0076,ES,P07,534119.17,0.070069,37425.38,17492.04,19933.34,0.5326
2020-05,CUS0099,ES,P07,833894.17,0.069371,57848.45,27317.73,30530.72,0.5278
2020-05,CUS0115,ES,P07,603165.54,0.067491,40708.27,19282.29,21425.97,0.5263
2020-05,CUS0007,FR,P01,115958097.36,0.014893,1726927.06,1540825.62,186101.44,0.1078
2020-05,CUS0013,FR,P01,101049564.83,0.015431,1559279.98,1392506.74,166773.24,0.107
2020-05,CUS0106,FR,P01,111558770.13,0.014686,1638311.65,1440470.05,197841.61,0.1208
2020-05,CUS0066,FR,P02,26732235.65,0.039149,1046542.34,847118.19,199424.15,0.1906
2020-05,CUS0100,FR,P02,57874499.42,0.038276,2215194.22,1770353.78,444840.44,0.2008
2020-05,CUS0117,FR,P02,42439451.93,0.039469,1675021.94,1362133.86,312888.07,0.1868
2020-05,CUS0120,FR,P02,9036221.65,0.039632,358121.78,290988.61,67133.18,0.1875
2020-05,CUS0004,FR,P03,29763.78,1.366804,40681.24,30005.7,10675.54,0.2624
2020-05,CUS0007,FR,P03,71831.71,1.386015,99559.84,72470.41,27089.43,0.2721
2020-05,CUS0013,FR,P03,65693.02,1.403656,92210.39,67623.07,24587.32,0.2666
2020-05,CUS0036,FR,P03,263693.71,1.3012,343118.17,254027.09,89091.08,0.2597
2020-05,CUS0048,FR,P03,100111.47,1.352116,135362.28,100253.18,35109.1,0.2594
2020-05,CUS0078,FR,P03,75689.76,1.336268,101141.84,75299.81,25842.03,0.2555
2020-05,CUS0106,FR,P03,62926.51,1.38932,87425.07,64206.85,23218.22,0.2656
2020-05,CUS0026,FR,P04,133013.38,0.280633,37327.88,25887.64,11440.24,0.3065
2020-05,CUS0066,FR,P04,968781.47,0.283832,274971.35,189970.96,85000.39,0.3091
2020-05,CUS0101,FR,P04,491895.87,0.270889,133249.27,92995.71,40253.56,0.3021
2020-05,CUS0117,FR,P04,1612852.93,0.278141,448601.24,315028.46,133572.78,0.2978
2020-05,CUS0004,FR,P05,437029.79,0.850865,371853.21,243185.23,128667.98,0.346
2020-05,CUS0007,FR,P05,1163508.48,0.875401,1018537.04,669510.45,349026.59,0.3427
2020-05,CUS0026,FR,P05,88945.91,0.924052,82190.63,54158.53,28032.1,0.3411
2020-05,CUS0066,FR,P05,606108.31,0.907301,549922.63,364227.46,185695.17,0.3377
2020-05,CUS0117,FR,P05,1055553.23,0.885931,935147.76,600623.98,334523.78,0.3577
2020-05,CUS0120,FR,P05,186518.19,0.896264,167169.49,110907.84,56261.65,0.3366
2020-05,CUS0026,FR,P06,11875.15,1.934758,22975.55,13668.83,9306.71,0.4051
