country_code,product_id,year_month,horizon,forecast_eur,forecast_lo_eur,forecast_hi_eur,model,scenario,scenario_key,driver_factor
HU,P07,2026-12,6,1076643.915349746,921628.1216190455,1400999.2006638474,gradient_boosting,Downside,downside,0.9699953608136485
HU,P07,2027-01,7,1113658.8135613694,895334.559643569,1498069.0221094827,gradient_boosting,Downside,downside,0.9650828543910874
HU,P07,2027-02,8,1194648.72342477,921987.5480075994,1499817.561453629,gradient_boosting,Downside,downside,0.9601952271796305
HU,P07,2027-03,9,1177369.8742870523,913371.7104409377,1517903.9534230905,gradient_boosting,Downside,downside,0.9553323531794128
HU,P07,2027-04,10,1202505.204445341,897674.4801168834,1511870.5675603112,gradient_boosting,Downside,downside,0.9504941070286914
HU,P07,2027-05,11,1266597.170251542,951519.0770137713,1666580.1748642358,gradient_boosting,Downside,downside,0.9456803640006133
HU,P07,2027-06,12,1232907.6191935411,982088.0455756064,1604882.6538756122,gradient_boosting,Downside,downside,0.9408909999999999
IT,P01,2026-07,1,110750.05199915051,99194.32209791325,125998.85615702711,gradient_boosting,Downside,downside,0.9861929673672594
IT,P01,2026-08,2,95003.75983919199,82500.50572168047,113322.5374114031,gradient_boosting,Downside,downside,0.9725765688846404
IT,P01,2026-09,3,72527.19177164913,64473.60448811796,86259.54315458103,gradient_boosting,Downside,downside,0.9591481724602113
IT,P01,2026-10,4,88914.39271270102,76971.24713859323,113690.67935616734,gradient_boosting,Downside,downside,0.9459051823434197
IT,P01,2026-11,5,54246.859141518704,44141.39197037671,73412.29407681001,gradient_boosting,Downside,downside,0.9328450386233257
IT,P01,2026-12,6,54464.10786028762,46622.335116832015,70872.24521428262,gradient_boosting,Downside,downside,0.9199652167337633
IT,P01,2027-01,7,57063.736331095366,45876.8292563803,76760.86665184607,gradient_boosting,Downside,downside,0.907263226965334
IT,P01,2027-02,8,55232.81358295273,42626.72814726716,69341.84263197234,gradient_boosting,Downside,downside,0.8947366139841381
IT,P01,2027-03,9,25908.172303939686,20098.859473517066,33401.66758549883,gradient_boosting,Downside,downside,0.8823829563571512
IT,P01,2027-04,10,42584.892880183535,31789.776406568162,53540.59668952111,gradient_boosting,Downside,downside,0.870199866084154
IT,P01,2027-05,11,42799.928743330216,32153.039380327136,56315.8630103921,gradient_boosting,Downside,downside,0.8581849881361236
IT,P01,2027-06,12,81946.78250057629,65275.73859900588,106670.57914859662,gradient_boosting,Downside,downside,0.8463360000000001
IT,P02,2026-07,1,4305110.2261498645,3855912.3244746234,4897866.4509246815,gradient_boosting,Downside,downside,0.9914852666076577
IT,P02,2026-08,2,4371292.500721445,3795995.469835458,5214172.142109664,gradient_boosting,Downside,downside,0.9830430339000579
IT,P02,2026-09,3,4380584.733799116,3894154.4633754087,5210007.841985024,gradient_boosting,Downside,downside,0.9746726845531996
IT,P02,2026-10,4,4814635.714831316,4167924.9464821657,6156249.720338561,gradient_boosting,Downside,downside,0.9663736064994303
IT,P02,2026-11,5,5716120.563224324,4651283.453535471,7735628.023572551,gradient_boosting,Downside,downside,0.9581451928826913
IT,P02,2026-12,6,5331018.551900789,4563455.516031555,6937068.629149253,gradient_boosting,Downside,downside,0.9499868420141407
IT,P02,2027-01,7,4426119.568077806,3558412.8335876083,5953917.422774992,gradient_boosting,Downside,downside,0.941897957328157
IT,P02,2027-02,8,4561841.385870085,3520667.516138529,5727147.812521618,gradient_boosting,Downside,downside,0.9338779473387159
IT,P02,2027-03,9,4661324.307336994,3616129.3477042806,6009532.55966266,gradient_boosting,Downside,downside,0.9259262255961387
IT,P02,2027-04,10,4599650.881437879,3433656.0028598136,5782991.011590973,gradient_boosting,Downside,downside,0.9180422106442098
IT,P02,2027-05,11,4773598.772747764,3586120.6743237586,6281069.675718381,gradient_boosting,Downside,downside,0.9102253259776576
IT,P02,2027-06,12,5192742.771217446,4136344.4592041634,6759421.930587186,gradient_boosting,Downside,downside,0.9024749999999999
IT,P03,2026-07,1,1470652.1879882307,1317203.416125027,1673141.3678502615,gradient_boosting,Downside,downside,0.9914852666076577
IT,P03,2026-08,2,1544554.7505393878,1341279.0004312666,1842378.2784831815,gradient_boosting,Downside,downside,0.9830430339000579
IT,P03,2026-09,3,1224224.9520451275,1088284.1791414367,1456020.5972724706,gradient_boosting,Downside,downside,0.9746726845531996
IT,P03,2026-10,4,1203889.3177915332,1042180.6794166829,1539357.017840834,gradient_boosting,Downside,downside,0.9663736064994303
IT,P03,2026-11,5,1161265.6456116056,944937.3264348475,1571541.2177972065,gradient_boosting,Downside,downside,0.9581451928826913
IT,P03,2026-12,6,1128236.6209939616,965792.4806185355,1468134.9902569654,gradient_boosting,Downside,downside,0.9499868420141407
IT,P03,2027-01,7,1043455.5682156462,838894.1211611964,1403633.1806980013,gradient_boosting,Downside,downside,0.941897957328157
IT,P03,2027-02,8,1040687.188453216,803165.4915046877,1306527.090865155,gradient_boosting,Downside,downside,0.9338779473387159
IT,P03,2027-03,9,1037988.8340048367,805243.6684841191,1338209.3334934688,gradient_boosting,Downside,downside,0.9259262255961387
IT,P03,2027-04,10,1107355.7007067224,826645.0317733805,1392242.2003078468,gradient_boosting,Downside,downside,0.9180422106442098
IT,P03,2027-05,11,1264786.0069836902,950158.4578355321,1664197.0582218352,gradient_boosting,Downside,downside,0.9102253259776576
IT,P03,2027-06,12,1390850.3708006777,1107899.3276408012,1810477.605527774,gradient_boosting,Downside,downside,0.9024749999999999
IT,P04,2026-07,1,1550440.170691229,1388666.2706602525,1763915.0909698817,gradient_boosting,Downside,downside,0.9870850541179849
IT,P04,2026-08,2,1589158.5942610048,1380012.6218204927,1895582.7069962323,gradient_boosting,Downside,downside,0.9743369040631049
IT,P04,2026-09,3,1535066.21986567,1364608.9129481143,1825716.7774335777,gradient_boosting,Downside,downside,0.9617533956762796
IT,P04,2026-10,4,1569444.9428613866,1358634.1972523313,2006775.9146998497,gradient_boosting,Downside,downside,0.9493324026192761
IT,P04,2026-11,5,1499951.6133955354,1220530.6104591854,2029885.0603739463,gradient_boosting,Downside,downside,0.9370718260154047
IT,P04,2026-12,6,1573926.4161796037,1347311.6095575457,2048095.586231986,gradient_boosting,Downside,downside,0.9249695940948546
IT,P04,2027-01,7,1510526.449946535,1214399.3451350867,2031926.5238026297,gradient_boosting,Downside,downside,0.9130236618446099
IT,P04,2027-02,8,1467637.8135906255,1132670.8534342365,1842540.7599033376,gradient_boosting,Downside,downside,0.9012320106628874
IT,P04,2027-03,9,1623317.0956415418,1259325.50561646,2092833.7737753533,gradient_boosting,Downside,downside,0.8895926480180364
IT,P04,2027-04,10,1512425.368939345,1129031.002742678,1901523.0807135156,gradient_boosting,Downside,downside,0.8781036071118449
IT,P04,2027-05,11,1668705.0914683961,1253598.8282105955,2195671.1166376104,gradient_boosting,Downside,downside,0.866762946547193
IT,P04,2027-06,12,1834358.3456012986,1461181.1740568727,2387794.3846053504,gradient_boosting,Downside,downside,0.85556875
IT,P05,2026-07,1,5980920.5908577815,5356867.5844607195,6804413.538513476,gradient_boosting,Downside,downside,0.9897370644864661
IT,P05,2026-08,2,5844972.019664957,5075726.985622976,6972008.9129971415,gradient_boosting,Downside,downside,0.9795794568182872
IT,P05,2026-09,3,5748049.200731225,5109772.510054003,6836389.0283554,gradient_boosting,Downside,downside,0.9695260960225786
IT,P05,2026-10,4,5644272.742201525,4886123.594876222,7217067.821695021,gradient_boosting,Downside,downside,0.9595759122204106
IT,P05,2026-11,5,5693185.0919334795,4632620.554995421,7704589.441987556,gradient_boosting,Downside,downside,0.9497278465129522
IT,P05,2026-12,6,5387285.360926287,4611620.998390523,7010286.666556748,gradient_boosting,Downside,downside,0.9399808508687822
IT,P05,2027-01,7,5402594.423985701,4343457.296461727,7267449.641701599,gradient_boosting,Downside,downside,0.9303338880123592
IT,P05,2027-02,8,5287245.557683044,4080508.7486030697,6637853.942870832,gradient_boosting,Downside,downside,0.9207859313136332
IT,P05,2027-03,9,5340409.61899007,4142945.368893441,6885031.671523271,gradient_boosting,Downside,downside,0.9113359646787922
IT,P05,2027-04,10,5227964.342032745,3902694.271471792,6572949.029871235,gradient_boosting,Downside,downside,0.9019829824421295
IT,P05,2027-05,11,5133226.623989212,3856287.6769973473,6754265.622531521,gradient_boosting,Downside,downside,0.8927259892590209
IT,P05,2027-06,12,5061244.998883543,4031598.2574462225,6588250.554438169,gradient_boosting,Downside,downside,0.8835639999999999
IT,P06,2026-07,1,3283690.7773183477,2941068.421690328,3735811.1752278414,gradient_boosting,Downside,downside,0.9914852666076577
IT,P06,2026-08,2,3371387.6719780164,2927686.10834793,4021464.058188387,gradient_boosting,Downside,downside,0.9830430339000579
IT,P06,2026-09,3,3271004.551094115,2907784.632970086,3890338.9382880847,gradient_boosting,Downside,downside,0.9746726845531996
IT,P06,2026-10,4,3272767.704871174,2833163.4975319537,4184735.141182356,gradient_boosting,Downside,downside,0.9663736064994303
IT,P06,2026-11,5,3340481.4890803155,2718194.2901911894,4520674.806162404,gradient_boosting,Downside,downside,0.9581451928826913
IT,P06,2026-12,6,3365759.7822221676,2881155.8043335727,4379745.891182587,gradient_boosting,Downside,downside,0.9499868420141407
IT,P06,2027-01,7,3275567.4370011487,2633417.6078683063,4406220.331979232,gradient_boosting,Downside,downside,0.941897957328157
IT,P06,2027-02,8,3159991.303597679,2438769.3023076593,3967200.029804408,gradient_boosting,Downside,downside,0.9338779473387159
IT,P06,2027-03,9,3352840.9410698363,2601043.3357111053,4322592.7814150015,gradient_boosting,Downside,downside,0.9259262255961387
IT,P06,2027-04,10,3380511.639930404,2523564.1539724697,4250207.01183845,gradient_boosting,Downside,downside,0.9180422106442098
IT,P06,2027-05,11,3243656.036881403,2436765.7459321427,4267981.148317004,gradient_boosting,Downside,downside,0.9102253259776576
IT,P06,2027-06,12,3986521.723183657,3175513.9369866643,5189277.33370705,gradient_boosting,Downside,downside,0.9024749999999999
IT,P07,2026-07,1,519654.3183216045,465433.26075874135,591203.7829660256,gradient_boosting,Downside,downside,0.9949355361674717
IT,P07,2026-08,2,533995.09192771,463717.069845454,636960.8832841138,gradient_boosting,Downside,downside,0.9898967211288543
IT,P07,2026-09,3,545339.0683173616,484783.3556456042,648593.9652193824,gradient_boosting,Downside,downside,0.9848834249867586
IT,P07,2026-10,4,570965.4220139446,494272.2911849652,730066.8062525443,gradient_boosting,Downside,downside,0.9798955185016566
IT,P07,2026-11,5,562051.8731942137,457349.0969795468,760625.0030755306,gradient_boosting,Downside,downside,0.9749328730885484
IT,P07,2026-12,6,590042.5466428234,505087.8904201961,767801.8000368497,gradient_boosting,Downside,downside,0.9699953608136485
IT,P07,2027-01,7,552113.33738746,443875.75959852303,742690.5595876708,gradient_boosting,Downside,downside,0.9650828543910874
IT,P07,2027-02,8,632430.4081453824,488087.37653008115,793982.5439351939,gradient_boosting,Downside,downside,0.9601952271796305
IT,P07,2027-03,9,524854.6106080081,407168.01397193735,676659.8210240902,gradient_boosting,Downside,downside,0.9553323531794128
IT,P07,2027-04,10,463757.7137757886,346196.8090241212,583067.445649915,gradient_boosting,Downside,downside,0.9504941070286914
IT,P07,2027-05,11,585341.1976596203,439732.0073157958,770188.0743639091,gradient_boosting,Downside,downside,0.9456803640006133
IT,P07,2027-06,12,588886.2210876325,469084.713997189,766556.4447951877,gradient_boosting,Downside,downside,0.9408909999999999
NL,P01,2026-07,1,1171765.5518912382,1049502.799135752,1333102.0307208167,gradient_boosting,Downside,downside,0.9861929673672594
NL,P01,2026-08,2,1157955.7807701488,1005559.5449967736,1381234.6743875113,gradient_boosting,Downside,downside,0.9725765688846404
NL,P01,2026-09,3,1227263.6129558245,1090985.4201097428,1459634.6004560443,gradient_boosting,Downside,downside,0.9591481724602113
NL,P01,2026-10,4,957847.0721432046,829187.2829760779,1224754.2948771794,gradient_boosting,Downside,downside,0.9459051823434197
NL,P01,2026-11,5,1336188.3013970375,1087274.2218001755,1808264.1110750644,gradient_boosting,Downside,downside,0.9328450386233257
NL,P01,2026-12,6,1412865.2306651296,1209440.1037094668,1838512.2793032057,gradient_boosting,Downside,downside,0.9199652167337633
NL,P01,2027-01,7,1525839.573448135,1226710.4484282292,2052525.3963389348,gradient_boosting,Downside,downside,0.907263226965334
NL,P01,2027-02,8,1230605.6841035828,949737.8559935536,1544959.6019757835,gradient_boosting,Downside,downside,0.8947366139841381
NL,P01,2027-03,9,1312074.1851981152,1017871.6722181219,1691569.1800782653,gradient_boosting,Downside,downside,0.8823829563571512
NL,P01,2027-04,10,997621.5834182628,744728.1167165021,1254277.0741925242,gradient_boosting,Downside,downside,0.870199866084154
NL,P01,2027-05,11,1281000.3274382045,962339.3118557738,1685531.7537770313,gradient_boosting,Downside,downside,0.8581849881361236
NL,P01,2027-06,12,1078045.4636648435,858730.6509994523,1403297.7311444476,gradient_boosting,Downside,downside,0.8463360000000001
NL,P02,2026-07,1,9410329.798473764,8428450.084019441,10706006.627221959,gradient_boosting,Downside,downside,0.9914852666076577
NL,P02,2026-08,2,9665962.253614696,8393844.365314428,11529768.621331837,gradient_boosting,Downside,downside,0.9830430339000579
NL,P02,2026-09,3,10629382.794744447,9449071.520911263,12641957.884935377,gradient_boosting,Downside,downside,0.9746726845531996
NL,P02,2026-10,4,10826384.258137261,9372164.313634485,13843191.678266035,gradient_boosting,Downside,downside,0.9663736064994303
NL,P02,2026-11,5,12780307.472619016,10399506.452144736,17295594.720503714,gradient_boosting,Downside,downside,0.9581451928826913
NL,P02,2026-12,6,11629101.2546142,9954736.744995344,15132544.130768523,gradient_boosting,Downside,downside,0.9499868420141407
NL,P02,2027-01,7,8972999.615880666,7213911.98267899,12070279.15216186,gradient_boosting,Downside,downside,0.941897957328157
NL,P02,2027-02,8,9748389.176554767,7523461.2967646485,12238581.096012054,gradient_boosting,Downside,downside,0.9338779473387159
NL,P02,2027-03,9,10352586.690095533,8031256.803089605,13346895.150147198,gradient_boosting,Downside,downside,0.9259262255961387
NL,P02,2027-04,10,10027671.694737874,7485693.152994391,12607464.516899666,gradient_boosting,Downside,downside,0.9180422106442098
NL,P02,2027-05,11,10284931.876287628,7726457.247753988,13532845.301909296,gradient_boosting,Downside,downside,0.9102253259776576
NL,P02,2027-06,12,10361367.377802936,8253477.291521179,13487449.113134399,gradient_boosting,Downside,downside,0.9024749999999999
NL,P03,2026-07,1,8925486.933654774,7994196.027866955,10154407.370333504,gradient_boosting,Downside,downside,0.9914852666076577
NL,P03,2026-08,2,9577183.98660999,8316750.027812627,11423871.986282976,gradient_boosting,Downside,downside,0.9830430339000579
NL,P03,2026-09,3,6720277.928203454,5974042.708800807,7992700.252117638,gradient_boosting,Downside,downside,0.9746726845531996
NL,P03,2026-10,4,5637219.014613506,4880017.337015585,7208048.549820035,gradient_boosting,Downside,downside,0.9663736064994303
NL,P03,2026-11,5,5391723.134627234,4387316.944202087,7296620.866240126,gradient_boosting,Downside,downside,0.9581451928826913
NL,P03,2026-12,6,5664598.955491077,4849006.826345671,7371145.181409617,gradient_boosting,Downside,downside,0.9499868420141407
NL,P03,2027-01,7,4943822.541860972,3974624.116984213,6650319.927953729,gradient_boosting,Downside,downside,0.941897957328157
NL,P03,2027-02,8,4854619.840436648,3746623.5517013776,6094715.499293466,gradient_boosting,Downside,downside,0.9338779473387159
NL,P03,2027-03,9,5398780.7782696765,4188228.1358097587,6960285.689288977,gradient_boosting,Downside,downside,0.9259262255961387
NL,P03,2027-04,10,5734907.766038146,4281129.369224757,7210312.460265312,gradient_boosting,Downside,downside,0.9180422106442098
NL,P03,2027-05,11,6855185.946527331,5149893.239775712,9020008.303998865,gradient_boosting,Downside,downside,0.9102253259776576
NL,P03,2027-06,12,7656604.185345964,6098964.207108226,9966643.934515418,gradient_boosting,Downside,downside,0.9024749999999999
NL,P04,2026-07,1,1501524.421154896,1344854.4211163346,1708264.295522049,gradient_boosting,Downside,downside,0.9870850541179849
NL,P04,2026-08,2,1534115.2557518699,1332213.4265960113,1829925.8235422708,gradient_boosting,Downside,downside,0.9743369040631049
NL,P04,2026-09,3,1531326.4548225559,1361284.4200733951,1821268.9225498512,gradient_boosting,Downside,downside,0.9617533956762796
NL,P04,2026-10,4,1531904.400087602,1326136.1695719925,1958774.5767708877,gradient_boosting,Downside,downside,0.9493324026192761
NL,P04,2026-11,5,1437883.0721938873,1170024.611594553,1945887.6811390163,gradient_boosting,Downside,downside,0.9370718260154047
NL,P04,2026-12,6,1538731.4775920631,1317184.0579330185,2002297.6393662018,gradient_boosting,Downside,downside,0.9249695940948546
NL,P04,2027-01,7,1492177.3626250182,1199647.4554029568,2007243.740381339,gradient_boosting,Downside,downside,0.9130236618446099
NL,P04,2027-02,8,1264013.773636129,975521.035557358,1586901.671132218,gradient_boosting,Downside,downside,0.9012320106628874
NL,P04,2027-03,9,1615568.263606913,1253314.171265244,2082843.724737538,gradient_boosting,Downside,downside,0.8895926480180364
NL,P04,2027-04,10,1615890.849998095,1206268.3582036858,2031606.8549815407,gradient_boosting,Downside,downside,0.8781036071118449
NL,P04,2027-05,11,1573902.4358415848,1182379.2348788313,2070930.4097238663,gradient_boosting,Downside,downside,0.866762946547193
NL,P04,2027-06,12,1594060.066627532,1269768.5625370457,2074996.788356072,gradient_boosting,Downside,downside,0.85556875
NL,P05,2026-07,1,2493274.4112449987,2233124.595096519,2836565.023959218,gradient_boosting,Downside,downside,0.9897370644864661
NL,P05,2026-08,2,2498160.94742194,2169383.000055121,2979860.3539808784,gradient_boosting,Downside,downside,0.9795794568182872
NL,P05,2026-09,3,2459978.7688984782,2186817.0312520773,2925752.9430237645,gradient_boosting,Downside,downside,0.9695260960225786
NL,P05,2026-10,4,2445081.844299234,2116653.9316053833,3126411.9056408047,gradient_boosting,Downside,downside,0.9595759122204106
NL,P05,2026-11,5,2505533.362081529,2038785.875915327,3390739.2042096793,gradient_boosting,Downside,downside,0.9497278465129522
NL,P05,2026-12,6,2392212.1013544467,2047780.063633616,3112902.227035052,gradient_boosting,Downside,downside,0.9399808508687822
NL,P05,2027-01,7,2305495.9593815072,1853521.1901675663,3101301.7948496593,gradient_boosting,Downside,downside,0.9303338880123592
NL,P05,2027-02,8,2292211.0539905154,1769047.2586167846,2877748.350559051,gradient_boosting,Downside,downside,0.9207859313136332
NL,P05,2027-03,9,2201170.493235821,1707608.545357388,2837821.3735629385,gradient_boosting,Downside,downside,0.9113359646787922
NL,P05,2027-04,10,2214468.3848331887,1653108.6507915105,2784178.863796592,gradient_boosting,Downside,downside,0.9019829824421295
NL,P05,2027-05,11,2250015.1314497907,1690302.4666626581,2960555.0204048427,gradient_boosting,Downside,downside,0.8927259892590209
NL,P05,2027-06,12,2198973.13430639,1751619.6624341062,2862415.4678314277,gradient_boosting,Downside,downside,0.8835639999999999
NL,P06,2026-07,1,164179.8483412272,147049.21997211484,186785.2224140489,gradient_boosting,Downside,downside,0.9914852666076577
NL,P06,2026-08,2,164448.0460286682,142805.3688114193,196157.18240898612,gradient_boosting,Downside,downside,0.9830430339000579
NL,P06,2026-09,3,175583.05549219518,156085.90651436517,208828.07926892137,gradient_boosting,Downside,downside,0.9746726845531996
NL,P06,2026-10,4,146553.66015266982,126868.30163847246,187391.31738465826,gradient_boosting,Downside,downside,0.9663736064994303
NL,P06,2026-11,5,140625.87868700756,114429.15093218538,190309.05243837464,gradient_boosting,Downside,downside,0.9581451928826913
NL,P06,2026-12,6,118545.24323848895,101477.0327451024,154258.79313651533,gradient_boosting,Downside,downside,0.9499868420141407
NL,P06,2027-01,7,127944.21857555222,102861.73754684698,172107.71204970777,gradient_boosting,Downside,downside,0.941897957328157
NL,P06,2027-02,8,130881.44972958503,101009.66464010034,164314.6582957056,gradient_boosting,Downside,downside,0.9338779473387159
NL,P06,2027-03,9,109888.21687026272,85248.30708860641,141671.5022736505,gradient_boosting,Downside,downside,0.9259262255961387
NL,P06,2027-04,10,150190.76317628782,112117.94739368247,188829.94728524834,gradient_boosting,Downside,downside,0.9180422106442098
NL,P06,2027-05,11,144793.6801497781,108774.8750190107,190518.56616364463,gradient_boosting,Downside,downside,0.9102253259776576
NL,P06,2027-06,12,113205.37737972527,90175.16486127801,147360.06465837522,gradient_boosting,Downside,downside,0.9024749999999999
NL,P07,2026-07,1,2442938.55550546,2188040.8141214987,2779298.5926358667,gradient_boosting,Downside,downside,0.9949355361674717
NL,P07,2026-08,2,2510081.049387501,2179734.321329956,2994078.9091541315,gradient_boosting,Downside,downside,0.9898967211288543
NL,P07,2026-09,3,2504109.3153347434,2226047.2196445153,2978239.1993059535,gradient_boosting,Downside,downside,0.9848834249867586
NL,P07,2026-10,4,2486792.9179070685,2152762.2967095417,3179745.906475435,gradient_boosting,Downside,downside,0.9798955185016566
NL,P07,2026-11,5,2567220.944119721,2088981.8832334448,3474221.031271055,gradient_boosting,Downside,downside,0.9749328730885484
NL,P07,2026-12,6,2477675.987756696,2120938.811821574,3224113.403569944,gradient_boosting,Downside,downside,0.9699953608136485
NL,P07,2027-01,7,2440160.839236693,1961786.0549864653,3282449.9907068927,gradient_boosting,Downside,downside,0.9650828543910874
NL,P07,2027-02,8,2477336.479297158,1911920.501274281,3110163.4182707598,gradient_boosting,Downside,downside,0.9601952271796305
NL,P07,2027-03,9,2532759.6843208475,1964846.47308036,3265317.0612414666,gradient_boosting,Downside,downside,0.9553323531794128
NL,P07,2027-04,10,2513890.728959755,1876628.5125813573,3160632.8098430666,gradient_boosting,Downside,downside,0.9504941070286914
NL,P07,2027-05,11,2618904.9184997994,1967427.4105182665,3445937.76106369,gradient_boosting,Downside,downside,0.9456803640006133
NL,P07,2027-06,12,2613480.2270472045,2081800.492084044,3401981.6386393276,gradient_boosting,Downside,downside,0.9408909999999999
PL,P01,2026-07,1,1306182.295231598,1169894.4151537605,1486026.1657755608,gradient_boosting,Downside,downside,0.9861929673672594
PL,P01,2026-08,2,1115086.741453356,968332.4138871795,1330099.558051157,gradient_boosting,Downside,downside,0.9725765688846404
PL,P01,2026-09,3,1322930.1741999849,1176028.9449137098,1573414.7381742233,gradient_boosting,Downside,downside,0.9591481724602113
PL,P01,2026-10,4,1570783.996057957,1359793.3863484992,2008488.0994538309,gradient_boosting,Downside,downside,0.9459051823434197
PL,P01,2026-11,5,1464504.337091791,1191686.6894955058,1981914.2485442022,gradient_boosting,Downside,downside,0.9328450386233257
PL,P01,2026-12,6,1215841.3509906782,1040783.832541599,1582131.9719423188,gradient_boosting,Downside,downside,0.9199652167337633
PL,P01,2027-01,7,1227444.347550538,986813.3139329649,1651130.7871291023,gradient_boosting,Downside,downside,0.907263226965334
PL,P01,2027-02,8,1165896.3057040174,899797.4509574382,1463720.4391897633,gradient_boosting,Downside,downside,0.8947366139841381
PL,P01,2027-03,9,1148783.5471944406,891195.2109041088,1481049.5206272826,gradient_boosting,Downside,downside,0.8823829563571512
PL,P01,2027-04,10,1187372.3748304301,886377.7681300706,1492844.5545217716,gradient_boosting,Downside,downside,0.870199866084154
PL,P01,2027-05,11,1225663.8620024647,920768.3185255402,1612720.3987477531,gradient_boosting,Downside,downside,0.8581849881361236
PL,P01,2027-06,12,1086300.0849451555,865305.9732328014,1414042.8172326908,gradient_boosting,Downside,downside,0.8463360000000001
PL,P02,2026-07,1,5931386.239398626,5312501.678306666,6748058.96791353,gradient_boosting,Downside,downside,0.9914852666076577
PL,P02,2026-08,2,5075916.286013395,4407885.133239384,6054662.61748526,gradient_boosting,Downside,downside,0.9830430339000579
PL,P02,2026-09,3,6252082.172876165,5557836.494074772,7435855.971029218,gradient_boosting,Downside,downside,0.9746726845531996
PL,P02,2026-10,4,6915219.502805263,5986354.437440935,8842168.058340047,gradient_boosting,Downside,downside,0.9663736064994303
PL,P02,2026-11,5,8893762.012717217,7236972.634128551,12035931.34532358,gradient_boosting,Downside,downside,0.9581451928826913
PL,P02,2026-12,6,8390572.755031189,7182493.391991433,10918359.873042982,gradient_boosting,Downside,downside,0.9499868420141407
PL,P02,2027-01,7,6337139.5478759715,5094792.029125099,8524578.919371823,gradient_boosting,Downside,downside,0.941897957328157
PL,P02,2027-02,8,6269105.383691359,4838273.366534779,7870526.427307475,gradient_boosting,Downside,downside,0.9338779473387159
PL,P02,2027-03,9,7106810.921574133,5513271.733022027,9162334.309445482,gradient_boosting,Downside,downside,0.9259262255961387
PL,P02,2027-04,10,7210746.507122782,5382848.322075847,9065836.367241088,gradient_boosting,Downside,downside,0.9180422106442098
PL,P02,2027-05,11,6998983.411400129,5257919.717543312,9209216.05669355,gradient_boosting,Downside,downside,0.9102253259776576
PL,P02,2027-06,12,6968313.841481447,5550697.89090473,9070692.594364895,gradient_boosting,Downside,downside,0.9024749999999999
PL,P03,2026-07,1,5596709.753039394,5012745.546483178,6367301.99577017,gradient_boosting,Downside,downside,0.9914852666076577
PL,P03,2026-08,2,6010007.837537588,5219042.7708058935,7168867.2023611525,gradient_boosting,Downside,downside,0.9830430339000579
PL,P03,2026-09,3,4908222.504912911,4363202.114839571,5837548.933479052,gradient_boosting,Downside,downside,0.9746726845531996
PL,P03,2026-10,4,4282710.57841616,3707448.97757424,5476101.90308847,gradient_boosting,Downside,downside,0.9663736064994303
PL,P03,2026-11,5,4131498.649109631,3361855.491387338,5591158.614642111,gradient_boosting,Downside,downside,0.9581451928826913
PL,P03,2026-12,6,4114338.2555666445,3521953.5299667562,5353844.966872888,gradient_boosting,Downside,downside,0.9499868420141407
PL,P03,2027-01,7,3306232.6821078365,2658071.167279521,4447470.536431721,gradient_boosting,Downside,downside,0.941897957328157
PL,P03,2027-02,8,3428029.225080869,2645631.4712077226,4303707.300848533,gradient_boosting,Downside,downside,0.9338779473387159
PL,P03,2027-03,9,4201919.720707685,3259735.692457993,5417253.061524834,gradient_boosting,Downside,downside,0.9259262255961387
PL,P03,2027-04,10,4810992.639112139,3591423.3886024286,6048704.109499399,gradient_boosting,Downside,downside,0.9180422106442098
PL,P03,2027-05,11,5421230.803136531,4072648.0772530516,7133219.615575455,gradient_boosting,Downside,downside,0.9102253259776576
PL,P03,2027-06,12,5505044.602929865,4385112.404799919,7165946.948914744,gradient_boosting,Downside,downside,0.9024749999999999
PL,P04,2026-07,1,1675007.0827464322,1500235.7929683868,1905633.2044213228,gradient_boosting,Downside,downside,0.9870850541179849
PL,P04,2026-08,2,1726289.5310047665,1499096.0312623677,2059155.4512298235,gradient_boosting,Downside,downside,0.9743369040631049
PL,P04,2026-09,3,1718580.5366185259,1527745.375110929,2043977.8287543915,gradient_boosting,Downside,downside,0.9617533956762796
PL,P04,2026-10,4,1732161.0953668733,1499494.0153968441,2214833.4558489555,gradient_boosting,Downside,downside,0.9493324026192761
PL,P04,2026-11,5,1774351.4857232703,1443813.442179289,2401230.506741827,gradient_boosting,Downside,downside,0.9370718260154047
PL,P04,2026-12,6,1753723.703267416,1501221.5825843392,2282059.529092078,gradient_boosting,Downside,downside,0.9249695940948546
PL,P04,2027-01,7,1751061.120906322,1407779.041932973,2355488.4037251086,gradient_boosting,Downside,downside,0.9130236618446099
PL,P04,2027-02,8,1712030.697579387,1321284.6203441822,2149362.9513253053,gradient_boosting,Downside,downside,0.9012320106628874
PL,P04,2027-03,9,1774106.4633018088,1376303.819453108,2287236.3844624036,gradient_boosting,Downside,downside,0.8895926480180364
PL,P04,2027-04,10,1714842.3659105417,1280136.022372719,2156015.3681176715,gradient_boosting,Downside,downside,0.8781036071118449
PL,P04,2027-05,11,1807513.5998837864,1357877.3998916296,2378314.4334402387,gradient_boosting,Downside,downside,0.866762946547193
PL,P04,2027-06,12,1872244.9551268255,1491360.2286130844,2437111.5933686877,gradient_boosting,Downside,downside,0.85556875
PL,P05,2026-07,1,3528168.7145284116,3160037.3775661634,4013950.4617388207,gradient_boosting,Downside,downside,0.9897370644864661
