country_code,product_id,year_month,horizon,forecast_eur,forecast_lo_eur,forecast_hi_eur,model,scenario
ES,P04,2027-04,10,2959934.624792464,2209601.892505832,3721429.250021852,gradient_boosting,Baseline
ES,P04,2027-05,11,3287867.360627607,2469979.082384008,4326154.115532219,gradient_boosting,Baseline
ES,P04,2027-06,12,3250396.9996492253,2589144.5450052144,4231059.717481957,gradient_boosting,Baseline
ES,P05,2026-07,1,6068377.97903168,5435199.613888845,6903912.641886149,gradient_boosting,Baseline
ES,P05,2026-08,2,6044195.983898906,5248731.48385546,7209647.562018653,gradient_boosting,Baseline
ES,P05,2026-09,3,6141091.226342677,5459170.2392018065,7303849.917735208,gradient_boosting,Baseline
ES,P05,2026-10,4,5960662.690512538,5160015.460530668,7621620.864993303,gradient_boosting,Baseline
ES,P05,2026-11,5,6058932.491117836,4930234.086267797,8199555.529456389,gradient_boosting,Baseline
ES,P05,2026-12,6,5921901.182935802,5069262.535022801,7705963.601724552,gradient_boosting,Baseline
ES,P05,2027-01,7,5948189.847258078,4782092.9289288875,8001372.448450004,gradient_boosting,Baseline
ES,P05,2027-02,8,5961907.017801056,4601188.5544343805,7484855.313298916,gradient_boosting,Baseline
ES,P05,2027-03,9,6014232.050244069,4665678.589785998,7753745.704931805,gradient_boosting,Baseline
ES,P05,2027-04,10,5971520.5293720355,4457761.652003724,7507797.969243731,gradient_boosting,Baseline
ES,P05,2027-05,11,5935614.584560479,4459074.000527589,7810042.3912197435,gradient_boosting,Baseline
ES,P05,2027-06,12,5883137.724742067,4686287.228659804,7658112.852750259,gradient_boosting,Baseline
ES,P06,2026-07,1,3154490.536892915,2825349.0154006905,3588821.785923155,gradient_boosting,Baseline
ES,P06,2026-08,2,3175041.128617217,2757180.339403748,3787257.65895465,gradient_boosting,Baseline
ES,P06,2026-09,3,3276609.624662814,2912767.306193295,3897005.2805739692,gradient_boosting,Baseline
ES,P06,2026-10,4,3341153.847444615,2892363.887033388,4272177.306286539,gradient_boosting,Baseline
ES,P06,2026-11,5,3330539.9472991596,2710104.7252007616,4507220.914077866,gradient_boosting,Baseline
ES,P06,2026-12,6,3279520.5122537077,2807333.3127393946,4267525.735038948,gradient_boosting,Baseline
ES,P06,2027-01,7,3267026.4857858154,2626551.0445167683,4394731.234708837,gradient_boosting,Baseline
ES,P06,2027-02,8,3406323.393556334,2628879.6796623375,4276456.790578766,gradient_boosting,Baseline
ES,P06,2027-03,9,3352941.048946127,2601120.996694449,4322721.843780626,gradient_boosting,Baseline
ES,P06,2027-04,10,3259510.068951779,2433236.04402332,4098075.6837453437,gradient_boosting,Baseline
ES,P06,2027-05,11,3341069.3999940096,2509946.608431075,4396157.006864105,gradient_boosting,Baseline
ES,P06,2027-06,12,3875606.474640417,3087163.0030070245,5044898.342397235,gradient_boosting,Baseline
ES,P07,2026-07,1,2864455.0245130872,2565575.9903274504,3258852.2541250493,gradient_boosting,Baseline
ES,P07,2026-08,2,2953437.450717392,2564741.4766948866,3522924.0039307396,gradient_boosting,Baseline
ES,P07,2026-09,3,2909054.309733247,2586026.1843684465,3459856.774263593,gradient_boosting,Baseline
ES,P07,2026-10,4,2953760.427740116,2557005.8675023117,3776835.4418189432,gradient_boosting,Baseline
ES,P07,2026-11,5,3040970.395259407,2474478.123005646,4115346.3346745702,gradient_boosting,Baseline
ES,P07,2026-12,6,2992920.6315064277,2561998.2432855787,3894583.2996499385,gradient_boosting,Baseline
ES,P07,2027-01,7,3023612.137542404,2430856.20904153,4067295.677067708,gradient_boosting,Baseline
ES,P07,2027-02,8,3010996.0448785243,2323780.0418182495,3780144.453367099,gradient_boosting,Baseline
ES,P07,2027-03,9,3202321.8449800746,2484274.6912502646,4128538.613723077,gradient_boosting,Baseline
ES,P07,2027-04,10,3168886.065271308,2365584.8978251624,3984137.080093164,gradient_boosting,Baseline
ES,P07,2027-05,11,3185306.635024655,2392931.3127729306,4191205.3914831793,gradient_boosting,Baseline
ES,P07,2027-06,12,3529087.133224128,2811138.670390545,4593832.202798577,gradient_boosting,Baseline
FR,P01,2026-07,1,1441830.6561887865,1291389.1410338401,1640351.4957565563,gradient_boosting,Baseline
FR,P01,2026-08,2,1492702.7768845914,1296251.160939137,1780528.1239809098,gradient_boosting,Baseline
FR,P01,2026-09,3,1297608.5753099225,1153519.1149869591,1543298.729283691,gradient_boosting,Baseline
FR,P01,2026-10,4,1261155.3138211756,1091754.6010120069,1612580.3711583854,gradient_boosting,Baseline
FR,P01,2026-11,5,1586691.5241259825,1291112.0313860553,2147270.212906513,gradient_boosting,Baseline
FR,P01,2026-12,6,1429460.4843073292,1223645.9634407999,1860107.1044408954,gradient_boosting,Baseline
FR,P01,2027-01,7,1405614.2026043606,1130054.3378209171,1890800.906271171,gradient_boosting,Baseline
FR,P01,2027-02,8,1336425.391661204,1031405.7561795083,1677810.5837169462,gradient_boosting,Baseline
FR,P01,2027-03,9,1575665.455295636,1222358.6516153656,2031399.71227285,gradient_boosting,Baseline
FR,P01,2027-04,10,1328881.7062580462,992014.9953548507,1670759.620859661,gradient_boosting,Baseline
FR,P01,2027-05,11,1281961.2752958084,963061.2147938199,1686796.1626089592,gradient_boosting,Baseline
FR,P01,2027-06,12,1285163.8211700746,1023713.3794363113,1672904.84045632,gradient_boosting,Baseline
FR,P02,2026-07,1,13876224.497149551,12428370.528293429,15786795.426808223,gradient_boosting,Baseline
FR,P02,2026-08,2,14028923.064655215,12182604.662422447,16734002.543973502,gradient_boosting,Baseline
FR,P02,2026-09,3,13998270.337646723,12443869.991668185,16648713.052085033,gradient_boosting,Baseline
FR,P02,2026-10,4,14411523.463316454,12475740.994181149,18427341.661050867,gradient_boosting,Baseline
FR,P02,2026-11,5,16016054.917571563,13032477.255342405,21674532.90690528,gradient_boosting,Baseline
FR,P02,2026-12,6,16367550.718773745,14010941.602310209,21298523.26001204,gradient_boosting,Baseline
FR,P02,2027-01,7,14087621.370401053,11325851.438967936,18950354.37533704,gradient_boosting,Baseline
FR,P02,2027-02,8,13837512.321109677,10679301.626749916,17372256.44584065,gradient_boosting,Baseline
FR,P02,2027-03,9,14155257.703576637,10981266.14482736,18249423.65116359,gradient_boosting,Baseline
FR,P02,2027-04,10,14500814.001478853,10824910.047730967,18231400.42426224,gradient_boosting,Baseline
FR,P02,2027-05,11,14646977.71958231,11003402.698278897,19272396.35651976,gradient_boosting,Baseline
FR,P02,2027-06,12,15221272.138612004,12124695.454118423,19813613.968220435,gradient_boosting,Baseline
FR,P03,2026-07,1,15588404.252682535,13961900.374050684,17734719.484975066,gradient_boosting,Baseline
FR,P03,2026-08,2,15419505.40453115,13390175.252066366,18392719.204250548,gradient_boosting,Baseline
FR,P03,2026-09,3,13503657.904580522,12004180.468257166,16060450.340229368,gradient_boosting,Baseline
FR,P03,2026-10,4,12338803.741683528,10681432.816669922,15777051.802705897,gradient_boosting,Baseline
FR,P03,2026-11,5,10898373.456760755,8868151.67195978,14748772.73685825,gradient_boosting,Baseline
FR,P03,2026-12,6,11382534.444885518,9743670.762580883,14811695.33534492,gradient_boosting,Baseline
FR,P03,2027-01,7,11529357.920759205,9269115.882938413,15509035.384606307,gradient_boosting,Baseline
FR,P03,2027-02,8,10832568.832717106,8360192.733533127,13599710.653344586,gradient_boosting,Baseline
FR,P03,2027-03,9,11411338.881632123,8852608.122871289,14711873.28686223,gradient_boosting,Baseline
FR,P03,2027-04,10,12482454.585289856,9318197.450630663,15693782.969623554,gradient_boosting,Baseline
FR,P03,2027-05,11,13871543.037340598,10420864.768729782,18252084.53309327,gradient_boosting,Baseline
FR,P03,2027-06,12,13444313.29622277,10709236.575105375,17500536.833806448,gradient_boosting,Baseline
FR,P04,2026-07,1,1558340.2766004347,1395742.0745630027,1772902.9360328072,gradient_boosting,Baseline
FR,P04,2026-08,2,1550654.5411045793,1346576.0098051738,1849654.2404629567,gradient_boosting,Baseline
FR,P04,2026-09,3,1564900.5333973183,1391130.3552351699,1861199.9416469825,gradient_boosting,Baseline
FR,P04,2026-10,4,1629012.1764225895,1410200.249900484,2082941.752921599,gradient_boosting,Baseline
FR,P04,2026-11,5,1594531.622118284,1297491.6235696601,2157880.220352296,gradient_boosting,Baseline
FR,P04,2026-12,6,1602070.5075782193,1371403.4989190854,2084718.5114078203,gradient_boosting,Baseline
FR,P04,2027-01,7,1638453.7608771042,1317247.4896508444,2204011.492065032,gradient_boosting,Baseline
FR,P04,2027-02,8,1693872.6143100539,1307270.855174772,2126566.4491940252,gradient_boosting,Baseline
FR,P04,2027-03,9,1706041.5190802962,1323500.876314856,2199484.8204214787,gradient_boosting,Baseline
FR,P04,2027-04,10,1727516.4054682965,1289597.2386975465,2171950.0246236306,gradient_boosting,Baseline
FR,P04,2027-05,11,1896265.6052240047,1424551.499745867,2495093.7347472813,gradient_boosting,Baseline
FR,P04,2027-06,12,1627933.3969399913,1296750.7891417122,2119089.8894134117,gradient_boosting,Baseline
FR,P05,2026-07,1,3970144.6843610513,3555897.2974464064,4516780.624276645,gradient_boosting,Baseline
FR,P05,2026-08,2,3936724.875035999,3418620.4169953996,4695810.488814254,gradient_boosting,Baseline
FR,P05,2026-09,3,4118364.867038364,3661052.097690428,4898139.074419157,gradient_boosting,Baseline
FR,P05,2026-10,4,4033932.11499623,3492086.8971906034,5158000.506312522,gradient_boosting,Baseline
FR,P05,2026-11,5,4166216.606335363,3390105.955701112,5638142.438700062,gradient_boosting,Baseline
FR,P05,2026-12,6,4085907.906013763,3497616.598060274,5316849.543938424,gradient_boosting,Baseline
FR,P05,2027-01,7,4043045.3142505228,3250437.3439810337,5438614.471962638,gradient_boosting,Baseline
FR,P05,2027-02,8,4027142.188050951,3108005.624276608,5055861.574768561,gradient_boosting,Baseline
FR,P05,2027-03,9,4236651.987074113,3286680.045487074,5462031.041308689,gradient_boosting,Baseline
FR,P05,2027-04,10,4445638.551389491,3318685.2419876843,5589356.332937799,gradient_boosting,Baseline
FR,P05,2027-05,11,4798210.900062108,3604610.3008723785,6313454.14996695,gradient_boosting,Baseline
FR,P05,2027-06,12,4551452.317389148,3625516.4955822914,5924650.606748451,gradient_boosting,Baseline
FR,P06,2026-07,1,1947156.7019513,1743989.1501807082,2215254.19424846,gradient_boosting,Baseline
FR,P06,2026-08,2,2021180.815426719,1755177.2657198978,2410908.146783853,gradient_boosting,Baseline
FR,P06,2026-09,3,2047865.70308718,1820465.9543599791,2435610.088784476,gradient_boosting,Baseline
FR,P06,2026-10,4,2140034.213132641,1852580.8620919448,2736361.753295047,gradient_boosting,Baseline
FR,P06,2026-11,5,2353471.01565387,1915050.7188237857,3184953.1758456314,gradient_boosting,Baseline
FR,P06,2026-12,6,2166289.3170104767,1854385.7682706607,2818916.782297892,gradient_boosting,Baseline
FR,P06,2027-01,7,2148101.3126351,1726982.5546187677,2889578.0230217054,gradient_boosting,Baseline
FR,P06,2027-02,8,2141841.933818767,1652997.700546051,2688967.964566263,gradient_boosting,Baseline
FR,P06,2027-03,9,2292651.2219368997,1778576.8208933016,2955761.3368573766,gradient_boosting,Baseline
FR,P06,2027-04,10,2356896.460451983,1759431.723874693,2963249.0372364093,gradient_boosting,Baseline
FR,P06,2027-05,11,2409322.2509326856,1809980.424937255,3170170.27399979,gradient_boosting,Baseline
FR,P06,2027-06,12,2500354.8900800054,1991689.084418424,3254725.7630277816,gradient_boosting,Baseline
FR,P07,2026-07,1,4560612.624305075,4084755.442124732,5188548.119527246,gradient_boosting,Baseline
FR,P07,2026-08,2,4388966.11055212,3811343.0913551357,5235253.605776168,gradient_boosting,Baseline
FR,P07,2026-09,3,4585389.411796124,4076217.1557800677,5453590.387074668,gradient_boosting,Baseline
FR,P07,2026-10,4,4563558.672120801,3950573.036226836,5835209.237626944,gradient_boosting,Baseline
FR,P07,2026-11,5,4507119.193651996,3667502.9325694353,6099486.033291323,gradient_boosting,Baseline
FR,P07,2026-12,6,4737576.5014480455,4055457.584263328,6164843.173294124,gradient_boosting,Baseline
FR,P07,2027-01,7,4558584.878675581,3664909.337802246,6132106.807076669,gradient_boosting,Baseline
FR,P07,2027-02,8,4579054.123908069,3533951.6973601375,5748757.484288613,gradient_boosting,Baseline
FR,P07,2027-03,9,4888052.149728399,3792018.6767352447,6301837.548802455,gradient_boosting,Baseline
FR,P07,2027-04,10,4813028.224873253,3592942.9607282593,6051263.385075585,gradient_boosting,Baseline
FR,P07,2027-05,11,4996913.673506823,3753883.8694771808,6574905.9443426905,gradient_boosting,Baseline
FR,P07,2027-06,12,5253273.58798431,4184561.041379679,6838215.2289184965,gradient_boosting,Baseline
GR,P01,2026-07,1,617257.203169038,552852.1993730196,702245.28250859,gradient_boosting,Baseline
GR,P01,2026-08,2,494301.4167053202,429247.39953617053,589613.4098472814,gradient_boosting,Baseline
GR,P01,2026-09,3,491682.2804923329,437084.7417626099,584777.76205655,gradient_boosting,Baseline
GR,P01,2026-10,4,441811.13757799525,382466.2489568033,564923.257595261,gradient_boosting,Baseline
GR,P01,2026-11,5,359913.05843275785,292866.050476608,487070.47202161764,gradient_boosting,Baseline
GR,P01,2026-12,6,563680.9456328512,482521.84748315037,733498.3674751258,gradient_boosting,Baseline
GR,P01,2027-01,7,362932.83155202074,291782.63841748476,488209.1583470417,gradient_boosting,Baseline
GR,P01,2027-02,8,376260.1989593812,290384.28740534873,472374.5507863954,gradient_boosting,Baseline
GR,P01,2027-03,9,448971.039736859,348299.5917075086,578828.2264328599,gradient_boosting,Baseline
GR,P01,2027-04,10,515196.201787355,384595.82618686167,647739.3786918698,gradient_boosting,Baseline
GR,P01,2027-05,11,509253.3403650307,382571.7282268056,670072.1752498451,gradient_boosting,Baseline
GR,P01,2027-06,12,437652.52265564486,348617.6124836197,569694.7046968394,gradient_boosting,Baseline
GR,P02,2026-07,1,2838616.9895213926,2542433.9121154873,3229456.666533598,gradient_boosting,Baseline
GR,P02,2026-08,2,3013017.2676483295,2616480.1135228127,3593992.096862525,gradient_boosting,Baseline
GR,P02,2026-09,3,3058994.2477747113,2719316.4445607234,3638186.4495225586,gradient_boosting,Baseline
GR,P02,2026-10,4,3244226.692418722,2808456.1666259016,4148241.0821640724,gradient_boosting,Baseline
GR,P02,2026-11,5,3559361.2604867755,2896299.67614236,4816884.879892879,gradient_boosting,Baseline
GR,P02,2026-12,6,3691794.4563409025,3160247.8235302037,4804003.448687718,gradient_boosting,Baseline
GR,P02,2027-01,7,2597945.8823698713,2088638.5527099082,3494698.915055748,gradient_boosting,Baseline
GR,P02,2027-02,8,2487369.2681968147,1919663.4521985948,3122759.0480044317,gradient_boosting,Baseline
GR,P02,2027-03,9,2698128.637052747,2093135.2347594583,3478516.1523743076,gradient_boosting,Baseline
GR,P02,2027-04,10,2472190.0968253086,1845498.8400165713,3108203.9653443773,gradient_boosting,Baseline
GR,P02,2027-05,11,2487584.5487907575,1868774.231817544,3273147.287617845,gradient_boosting,Baseline
GR,P02,2027-06,12,2460631.7858089455,1960047.1469119634,3203017.978916255,gradient_boosting,Baseline
GR,P03,2026-07,1,2829319.631083613,2534106.645889518,3218879.1859157914,gradient_boosting,Baseline
GR,P03,2026-08,2,2902614.815772379,2520607.5067112874,3462301.6668816493,gradient_boosting,Baseline
GR,P03,2026-09,3,2687008.083229851,2388636.484919816,3195768.153299384,gradient_boosting,Baseline
GR,P03,2026-10,4,2509764.255926621,2172648.08214723,3209118.2830444537,gradient_boosting,Baseline
GR,P03,2026-11,5,2507794.5171198924,2040625.8078935782,3393799.2261401014,gradient_boosting,Baseline
GR,P03,2026-12,6,2424278.337879913,2075229.3854706855,3154628.902958245,gradient_boosting,Baseline
GR,P03,2027-01,7,2284135.6179225743,1836348.379535546,3072568.339457718,gradient_boosting,Baseline
GR,P03,2027-02,8,2223442.1055167047,1715973.821263028,2791412.614721958,gradient_boosting,Baseline
GR,P03,2027-03,9,2134560.956602156,1655934.6680691573,2751946.1688375375,gradient_boosting,Baseline
GR,P03,2027-04,10,2263283.167022466,1689549.062077706,2845552.0970940543,gradient_boosting,Baseline
GR,P03,2027-05,11,2568286.8192794095,1929401.0449289514,3379334.801076609,gradient_boosting,Baseline
GR,P03,2027-06,12,2675270.4743932406,2131020.289501953,3482414.344707932,gradient_boosting,Baseline
GR,P04,2026-07,1,555645.8206592035,497669.3871642709,632150.8348549512,gradient_boosting,Baseline
GR,P04,2026-08,2,590027.0652848044,512374.78767018614,703797.0317454154,gradient_boosting,Baseline
GR,P04,2026-09,3,550361.4065490334,489248.00181271153,654567.2366345475,gradient_boosting,Baseline
GR,P04,2026-10,4,584263.5424895814,505784.1835387305,747070.4915380127,gradient_boosting,Baseline
GR,P04,2026-11,5,652385.6521031216,530854.8963214222,882873.7387125525,gradient_boosting,Baseline
GR,P04,2026-12,6,627826.5780797346,537431.755856043,816968.8431847917,gradient_boosting,Baseline
GR,P04,2027-01,7,520570.5648173112,418516.7052408257,700259.9247438863,gradient_boosting,Baseline
GR,P04,2027-02,8,506231.60453803866,390691.61222049454,635546.697335764,gradient_boosting,Baseline
GR,P04,2027-03,9,572648.0854607472,444244.89934799314,738276.74023627,gradient_boosting,Baseline
GR,P04,2027-04,10,484752.36127365363,361869.3892409994,609463.331098882,gradient_boosting,Baseline
GR,P04,2027-05,11,543986.7923756798,408664.90368535445,715774.221555578,gradient_boosting,Baseline
GR,P04,2027-06,12,543561.6667905275,432980.87113559205,707557.222263294,gradient_boosting,Baseline
GR,P05,2026-07,1,959558.8639364261,859437.8901234977,1091677.3138151977,gradient_boosting,Baseline
GR,P05,2026-08,2,1070794.6851510094,929869.5462008701,1277267.0363083696,gradient_boosting,Baseline
GR,P05,2026-09,3,1046669.5055589403,930444.9004953757,1244846.6730603224,gradient_boosting,Baseline
GR,P05,2026-10,4,1079707.609219206,934679.2874710796,1380571.6695922515,gradient_boosting,Baseline
GR,P05,2026-11,5,1059368.207255522,862022.0233475458,1433643.377652115,gradient_boosting,Baseline
GR,P05,2026-12,6,1056676.6414579486,904535.7470016009,1375016.4831069876,gradient_boosting,Baseline
GR,P05,2027-01,7,1069567.1032513126,859886.690373677,1438757.835826053,gradient_boosting,Baseline
GR,P05,2027-02,8,1015873.5746732572,784015.2237501577,1275374.926232508,gradient_boosting,Baseline
GR,P05,2027-03,9,1089856.7395576779,845481.3870179612,1405079.1427300165,gradient_boosting,Baseline
GR,P05,2027-04,10,993681.2523593369,741786.6453434604,1249323.0244866174,gradient_boosting,Baseline
GR,P05,2027-05,11,1022737.7358750028,768321.9963879057,1345711.5448602433,gradient_boosting,Baseline
GR,P05,2027-06,12,978145.2777430735,779153.9034660679,1273257.1076550174,gradient_boosting,Baseline
GR,P07,2026-07,1,1157321.9451047778,1036566.2473421445,1316669.7320353964,gradient_boosting,Baseline
GR,P07,2026-08,2,1235945.1972844861,1073284.9309632068,1474262.1354648315,gradient_boosting,Baseline
GR,P07,2026-09,3,1234517.9918706971,1097434.2559951448,1468262.528765158,gradient_boosting,Baseline
GR,P07,2026-10,4,1254756.4789918303,1086215.2695042272,1604398.480053457,gradient_boosting,Baseline
GR,P07,2026-11,5,1218517.1661825385,991523.6514390066,1649019.7212720932,gradient_boosting,Baseline
GR,P07,2026-12,6,1276771.4947738212,1092941.220108866,1661418.2443295887,gradient_boosting,Baseline
GR,P07,2027-01,7,1260479.2629526947,1013371.9879849101,1695568.6192634513,gradient_boosting,Baseline
GR,P07,2027-02,8,1380269.035130772,1065242.7264500181,1732853.932564513,gradient_boosting,Baseline
GR,P07,2027-03,9,1135549.1947138517,880928.3581284733,1463987.3582686228,gradient_boosting,Baseline
GR,P07,2027-04,10,1251636.1503099683,934350.9087291181,1573641.3031334605,gradient_boosting,Baseline
GR,P07,2027-05,11,1297130.6486985446,974457.0622803434,1706755.9237484003,gradient_boosting,Baseline
GR,P07,2027-06,12,1288053.572613062,1026015.2472345647,1676666.4458618378,gradient_boosting,Baseline
HR,P05,2026-07,1,186804.44786014344,167313.15458437926,212524.92735266275,gradient_boosting,Baseline
HR,P05,2026-08,2,181343.01921959617,157476.8284964368,216309.8714681802,gradient_boosting,Baseline
HR,P05,2026-09,3,194387.8049104473,172802.53302194882,231193.33365601976,gradient_boosting,Baseline
HR,P05,2026-10,4,194640.5911396067,168496.10717375425,248877.82913223322,gradient_boosting,Baseline
HR,P05,2026-11,5,197803.24358136128,160955.13447439612,267687.201009353,gradient_boosting,Baseline
HR,P05,2026-12,6,191794.03421301456,164179.42178408956,249574.89174797427,gradient_boosting,Baseline
HR,P05,2027-01,7,190318.79325457037,153008.2560973565,256012.60011419075,gradient_boosting,Baseline
HR,P05,2027-02,8,188035.0388155694,145118.77925092675,236067.93181490822,gradient_boosting,Baseline
HR,P05,2027-03,9,195210.1507268422,151438.75612816832,251671.3447556314,gradient_boosting,Baseline
HR,P05,2027-04,10,195753.9652718655,146131.04239103335,246115.0749981716,gradient_boosting,Baseline
HR,P05,2027-05,11,217647.79397624754,163505.83508506807,286379.5270217708,gradient_boosting,Baseline
HR,P05,2027-06,12,188329.74325189594,150016.42182647254,245149.86642025842,gradient_boosting,Baseline
HR,P06,2026-07,1,149573.96493972023,133967.32360727378,170168.3037893344,gradient_boosting,Baseline
HR,P06,2026-08,2,141397.6725668587,122788.60872853687,168662.1989115526,gradient_boosting,Baseline
HR,P06,2026-09,3,148720.22094983867,132205.9833102978,176879.01604369175,gradient_boosting,Baseline
HR,P06,2026-10,4,146392.78736012918,126729.03757677514,187185.61686176353,gradient_boosting,Baseline
HR,P06,2026-11,5,158674.06939996622,129115.20415673188,214733.675451433,gradient_boosting,Baseline
HR,P06,2026-12,6,118764.29239650852,101664.5430827076,154543.83417089653,gradient_boosting,Baseline
HR,P06,2027-01,7,119620.50775651107,96169.82628101303,160910.84171998187,gradient_boosting,Baseline
HR,P06,2027-02,8,135750.85520885978,104767.69922387396,170427.9363735645,gradient_boosting,Baseline
HR,P06,2027-03,9,146829.07129048216,113906.02300594033,189296.8663940229,gradient_boosting,Baseline
HR,P06,2027-04,10,123139.2889546453,91923.9241424409,154819.0111715188,gradient_boosting,Baseline
HR,P06,2027-05,11,141548.35982877063,106336.85899545853,186248.395161288,gradient_boosting,Baseline
HR,P06,2027-06,12,157306.33632399252,125304.33747999842,204766.52636491493,gradient_boosting,Baseline
HU,P01,2026-07,1,1001222.3262017736,896754.1605997846,1139077.2788194173,gradient_boosting,Baseline
HU,P01,2026-08,2,851509.7925350461,739444.2980994973,1015699.2784713093,gradient_boosting,Baseline
HU,P01,2026-09,3,979086.6456646605,870366.5978262386,1164467.6251865916,gradient_boosting,Baseline
HU,P01,2026-10,4,997348.0618354304,863382.4267211807,1275262.364677094,gradient_boosting,Baseline
HU,P01,2026-11,5,973837.4701191297,792424.5230829978,1317894.600181284,gradient_boosting,Baseline
HU,P01,2026-12,6,981919.9846302926,840542.5954792512,1277738.2512174544,gradient_boosting,Baseline
HU,P01,2027-01,7,945068.012613985,759794.6899024268,1271284.4331165224,gradient_boosting,Baseline
HU,P01,2027-02,8,964333.8297094326,744238.6750857871,1210669.5336816462,gradient_boosting,Baseline
HU,P01,2027-03,9,907317.4084170357,703872.3100848242,1169743.4351968425,gradient_boosting,Baseline
HU,P01,2027-04,10,1081283.4077760365,807181.9708939027,1359462.356890124,gradient_boosting,Baseline
HU,P01,2027-05,11,1031927.9624995348,775226.0667274798,1357803.9842361442,gradient_boosting,Baseline
HU,P01,2027-06,12,978963.0413500683,779805.3033358015,1274321.5950565105,gradient_boosting,Baseline
HU,P02,2026-07,1,2588847.3107990846,2318725.358356407,2945297.0363244824,gradient_boosting,Baseline
HU,P02,2026-08,2,2609465.1170890206,2266038.651389435,3112626.3724257564,gradient_boosting,Baseline
HU,P02,2026-09,3,2610790.9549921434,2320882.683053479,3105120.018417251,gradient_boosting,Baseline
HU,P02,2026-10,4,2646649.8285574084,2291146.9316497706,3384147.4686650303,gradient_boosting,Baseline
HU,P02,2026-11,5,3196187.0354614644,2600779.9709635135,4325401.069943228,gradient_boosting,Baseline
HU,P02,2026-12,6,2998570.417175543,2566834.569650815,3901935.168818104,gradient_boosting,Baseline
HU,P02,2027-01,7,2576393.2442391003,2071311.1436911067,3465706.7864654916,gradient_boosting,Baseline
HU,P02,2027-02,8,2480947.157070582,1914707.0944222827,3114696.4310527993,gradient_boosting,Baseline
HU,P02,2027-03,9,2568143.588212308,1992296.3488800032,3310935.1535481974,gradient_boosting,Baseline
HU,P02,2027-04,10,2658084.5611300585,1984269.7293104297,3341923.0113957217,gradient_boosting,Baseline
HU,P02,2027-05,11,2960476.0004683877,2224029.4370211363,3895374.7303589266,gradient_boosting,Baseline
HU,P02,2027-06,12,2790606.5003501805,2222892.6492417683,3632547.886381003,gradient_boosting,Baseline
HU,P03,2026-07,1,2970678.437344842,2660715.9856283423,3379701.213311086,gradient_boosting,Baseline
HU,P03,2026-08,2,3087363.5537989954,2681041.83419935,3682673.9533276637,gradient_boosting,Baseline
HU,P03,2026-09,3,2790852.662556785,2480949.9217455457,3319274.741008223,gradient_boosting,Baseline
HU,P03,2026-10,4,2367030.1344095003,2049086.2716549342,3026610.831241668,gradient_boosting,Baseline
HU,P03,2026-11,5,2470064.8475980493,2009924.6731618573,3342739.650743625,gradient_boosting,Baseline
HU,P03,2026-12,6,2362629.1742012524,2022456.5028950274,3074406.9950423483,gradient_boosting,Baseline
HU,P03,2027-01,7,2165433.709678936,1740917.0683907052,2912893.177334756,gradient_boosting,Baseline
HU,P03,2027-02,8,2200282.1324085095,1698099.774776181,2762336.507486949,gradient_boosting,Baseline
HU,P03,2027-03,9,2355602.4542495837,1827412.684615922,3036920.1353684566,gradient_boosting,Baseline
HU,P03,2027-04,10,2479404.294032203,1850884.2642984951,3117274.140163879,gradient_boosting,Baseline
HU,P03,2027-05,11,2831067.4925055206,2126812.5262727076,3725099.8719468843,gradient_boosting,Baseline
HU,P03,2027-06,12,3220952.2884674985,2565689.9905788936,4192731.3743942236,gradient_boosting,Baseline
HU,P04,2026-07,1,704303.2694835886,630815.8245226319,801276.4304911321,gradient_boosting,Baseline
HU,P04,2026-08,2,694724.6837314032,603293.3627278509,828682.6131516893,gradient_boosting,Baseline
HU,P04,2026-09,3,721439.6179668832,641329.2925680047,858037.5213667783,gradient_boosting,Baseline
HU,P04,2026-10,4,726781.0017433605,629158.4342433641,929300.9074284036,gradient_boosting,Baseline
HU,P04,2026-11,5,760612.6440993397,618920.6415292126,1029337.3660858457,gradient_boosting,Baseline
HU,P04,2026-12,6,799031.8127130478,683986.7649513123,1039752.2476614898,gradient_boosting,Baseline
HU,P04,2027-01,7,803982.2255674397,646367.6874138194,1081498.9759723647,gradient_boosting,Baseline
HU,P04,2027-02,8,838871.0042853049,647410.9126559373,1053157.6683181983,gradient_boosting,Baseline
HU,P04,2027-03,9,820673.651044757,636656.4261060795,1058039.454377347,gradient_boosting,Baseline
HU,P04,2027-04,10,799356.4530214032,596722.4804860962,1005004.7931974656,gradient_boosting,Baseline
HU,P04,2027-05,11,864235.9473523414,649249.035337343,1137155.9404134634,gradient_boosting,Baseline
HU,P04,2027-06,12,867376.9036986668,690919.9642127634,1129069.30369112,gradient_boosting,Baseline
HU,P05,2026-07,1,1356819.8333589232,1215248.4007869754,1543635.8171254292,gradient_boosting,Baseline
HU,P05,2026-08,2,1401651.4643515039,1217182.9288679294,1671920.151113802,gradient_boosting,Baseline
HU,P05,2026-09,3,1392929.1026070418,1238255.0302544748,1656667.3147349395,gradient_boosting,Baseline
HU,P05,2026-10,4,1432545.4636987986,1240123.3091690454,1831728.947446855,gradient_boosting,Baseline
HU,P05,2026-11,5,1396828.3638465444,1136617.8484737263,1890328.329498581,gradient_boosting,Baseline
HU,P05,2026-12,6,1425125.4190868076,1219935.0633378746,1854466.0351679563,gradient_boosting,Baseline
