year_month,country_code,gdp_growth_yoy,cpi_yoy,data_traffic_index,ott_substitution_index,travel_index,ecommerce_index,mobile_penetration,price_pressure_index
2020-09,ES,-8.1217,0.6991,159.614,114.7939,34.2462,156.8563,1.2612,104.3667
2020-10,ES,-6.8823,0.5699,159.6786,116.1632,25.7888,156.5159,1.2608,104.1712
2020-11,ES,-5.1624,1.1965,164.3335,115.3133,23.8881,185.3706,1.265,106.5187
2020-12,ES,-4.2522,1.2033,170.0989,116.1758,21.0481,176.0625,1.2648,107.349
2021-01,ES,-2.2923,1.1258,175.1019,116.1619,18.7272,154.7874,1.268,106.764
2021-02,ES,0.32,1.452,176.6081,117.1037,16.9794,159.7593,1.2689,107.7603
2021-03,ES,2.3639,1.9473,181.6928,117.9513,21.4943,158.3949,1.2709,108.4256
2021-04,ES,4.4085,2.1649,183.3804,120.2219,26.3672,156.4589,1.2695,107.6509
2021-05,ES,5.9021,2.6031,186.8159,121.7776,31.4267,160.9096,1.2711,108.5497
2021-06,ES,8.3603,3.252,192.0367,123.0007,43.492,161.1323,1.2737,108.5393
2021-07,ES,7.5585,3.9231,196.4919,122.7938,55.9693,162.1957,1.2748,109.7737
2021-08,ES,6.9423,4.322,202.854,123.4779,65.851,162.2608,1.2761,110.0167
2021-09,ES,7.1445,4.5966,206.7444,124.0996,63.1801,161.2894,1.2742,112.622
2021-10,ES,6.983,4.3398,206.1985,124.4538,57.5029,162.8245,1.2767,111.5913
2021-11,ES,6.3223,4.9796,209.9442,123.8373,55.8091,189.2527,1.2751,111.6649
2021-12,ES,5.6678,5.3974,214.7352,124.6626,60.8876,177.0573,1.2798,111.7452
2022-01,ES,5.2952,5.9231,215.9554,125.8325,68.0639,163.6132,1.2837,111.5606
2022-02,ES,5.3867,6.3706,221.5654,125.8569,71.7674,168.2495,1.2829,110.2518
2022-03,ES,4.9828,6.6056,224.6204,125.5671,80.3258,163.8499,1.2843,111.2486
2022-04,ES,4.1654,7.2692,224.93,126.3767,85.1307,163.7135,1.2845,112.2579
2022-05,ES,3.9004,7.884,232.3762,129.0892,90.3408,162.3418,1.2855,112.7057
2022-06,ES,3.5149,8.1993,239.1062,129.4124,93.9923,159.9096,1.2866,112.1363
2022-07,ES,2.6593,8.8038,238.2362,129.5754,99.4392,162.8346,1.2914,112.8702
2022-08,ES,2.7858,9.463,240.1085,130.6718,99.7998,167.9086,1.2938,113.4471
2022-09,ES,2.5263,10.0541,246.387,131.7301,106.7101,170.3772,1.295,113.1789
2022-10,ES,2.3509,10.7547,250.8584,133.5863,109.1772,166.7903,1.2935,112.6285
2022-11,ES,1.4621,10.0895,262.835,135.8571,111.9368,191.9759,1.2946,109.6801
2022-12,ES,1.4642,9.1036,269.1357,135.8299,114.3956,183.4126,1.295,111.9084
2023-01,ES,1.186,8.3142,270.5607,137.4059,115.323,165.633,1.297,111.8291
2023-02,ES,1.1753,7.8669,268.8957,140.0607,114.5853,167.7747,1.2968,111.0798
2023-03,ES,1.6962,7.3339,276.3171,139.603,117.2103,172.7637,1.2933,112.7452
2023-04,ES,1.6792,6.5015,279.9264,139.5386,112.4117,175.2235,1.2973,114.0063
2023-05,ES,0.6987,5.7511,292.2128,139.0755,112.7757,175.9485,1.2955,113.1048
2023-06,ES,0.5467,5.3652,294.0969,138.9916,113.8302,180.8511,1.2983,114.0572
2023-07,ES,0.6408,4.8622,309.2656,139.6259,114.3754,177.5711,1.2936,117.2703
2023-08,ES,-0.0184,4.5636,318.5,140.1857,114.5043,175.4414,1.2957,115.9642
2023-09,ES,0.0244,3.877,332.0591,142.9815,110.9313,175.117,1.299,115.3718
2023-10,ES,-0.3342,3.5914,339.828,144.467,113.2074,177.4695,1.3021,114.1752
2023-11,ES,-0.4852,3.2466,344.4808,147.1594,112.2025,207.9582,1.3015,116.107
2023-12,ES,-0.1061,3.1265,354.7783,148.0201,112.9845,201.6019,1.3036,115.9335
2024-01,ES,0.202,2.8773,359.502,147.9608,112.8919,181.9228,1.3055,117.6553
2024-02,ES,0.6285,2.6127,357.3719,148.8291,113.1283,182.4848,1.3063,118.2041
2024-03,ES,0.1909,2.61,370.0048,149.097,114.5929,184.2099,1.3103,117.2355
2024-04,ES,0.6447,2.8375,375.3683,151.7531,120.2098,188.0531,1.3104,116.856
2024-05,ES,-0.0575,2.7432,379.5172,151.1946,121.6065,189.104,1.3147,118.6923
2024-06,ES,0.0902,2.8092,380.7994,152.9389,116.2322,185.4165,1.3202,119.9338
2024-07,ES,0.3693,2.7524,395.1454,152.1775,116.9684,186.7832,1.3249,119.0644
2024-08,ES,1.4631,2.5969,398.3157,155.1504,117.9012,190.9323,1.3247,118.8989
2024-09,ES,1.4101,2.6074,406.5889,156.0526,120.8648,189.5606,1.3253,119.7473
2024-10,ES,1.8758,2.6607,420.7492,156.4457,119.8418,193.5584,1.3233,116.9519
2024-11,ES,1.3008,2.3813,433.9931,159.6254,123.9181,227.8994,1.3231,118.2584
2024-12,ES,1.3616,2.419,435.3446,160.1401,121.7378,220.5035,1.3231,119.9378
2025-01,ES,1.688,2.3611,437.3399,161.6449,126.1142,199.7082,1.3204,118.6962
2025-02,ES,1.0721,2.0506,451.1326,161.3104,123.7053,200.8216,1.3219,118.7813
2025-03,ES,1.5105,2.3168,453.4017,162.7046,124.7041,200.5036,1.3249,120.9089
2025-04,ES,1.6848,2.2844,464.5208,163.6888,123.589,204.6181,1.3262,120.7927
2025-05,ES,1.6657,2.097,464.9483,166.2955,123.5737,207.0062,1.328,122.0096
2025-06,ES,1.7522,2.2678,472.4363,166.0245,125.6563,208.884,1.3264,123.1307
2025-07,ES,1.7614,2.3571,480.6709,166.9841,126.3881,215.0651,1.3279,123.2313
2025-08,ES,1.2017,2.0785,489.1256,166.2405,125.7565,216.4034,1.3289,122.6228
2025-09,ES,2.0869,1.9464,496.2824,165.2376,124.964,221.3103,1.3299,124.9472
2025-10,ES,2.1685,2.111,505.7696,167.6308,128.6362,222.6529,1.3294,125.4808
2025-11,ES,1.1928,2.3695,510.9404,170.6932,128.4432,259.9056,1.3296,124.0664
2025-12,ES,1.2314,2.1111,524.4527,174.4513,131.7364,251.9068,1.3321,123.0882
2026-01,ES,1.3631,2.0129,525.0374,176.2685,128.1461,228.4709,1.3375,123.9275
2026-02,ES,0.7453,2.0028,534.397,176.0546,130.3933,233.1629,1.3404,124.0785
2026-03,ES,1.3875,1.9074,548.4681,172.662,131.9882,230.2171,1.3401,122.6638
2026-04,ES,1.4205,1.9751,563.1825,172.677,129.4119,232.5699,1.3384,121.8846
2026-05,ES,1.5697,1.6454,577.2393,174.3668,128.6901,237.9365,1.3397,122.0282
2026-06,ES,1.0017,1.8097,600.0773,176.0194,123.859,231.253,1.3412,123.232
2019-01,FR,2.1495,1.4269,98.3261,100.68,96.74,103.2098,1.2074,99.1987
2019-02,FR,1.8357,1.5586,98.8671,101.3901,98.5308,102.6981,1.2113,99.3017
2019-03,FR,2.0233,1.6508,105.8688,102.6829,97.9243,103.9754,1.2147,99.8149
2019-04,FR,2.0734,1.4933,107.837,101.3902,97.4967,106.4401,1.2151,99.564
2019-05,FR,1.7885,1.2952,111.4098,101.8652,98.9284,107.8587,1.2146,99.7148
2019-06,FR,1.5161,1.3943,110.4197,103.414,99.8702,107.3595,1.2137,99.4479
2019-07,FR,1.1384,1.3287,111.3297,103.3546,100.3736,107.2549,1.2149,100.7285
2019-08,FR,1.2435,1.4892,113.8194,105.4475,99.2995,108.197,1.2171,100.6561
2019-09,FR,1.8414,1.2906,117.4679,105.4164,100.7303,107.1698,1.2163,100.8702
2019-10,FR,2.3145,1.3732,120.6579,105.1708,103.1159,108.3011,1.2162,101.2651
2019-11,FR,2.5297,1.0343,124.4737,105.5178,103.7903,128.4423,1.2208,101.1727
2019-12,FR,2.2085,0.8588,124.4904,107.3032,103.5307,124.9266,1.2229,103.1575
2020-01,FR,1.5796,0.5879,125.2616,107.9537,105.9042,112.2708,1.2212,100.4626
2020-02,FR,0.964,0.4807,128.9127,108.5173,100.6577,112.4041,1.2251,100.7167
2020-03,FR,-4.5604,0.3695,131.8732,110.165,46.2859,127.8146,1.2289,101.9863
2020-04,FR,-9.4368,0.1902,146.8152,110.8958,9.403,142.007,1.2276,102.6138
2020-05,FR,-13.8872,-0.0153,150.1397,111.8416,12.1871,155.0841,1.2287,103.7302
2020-06,FR,-12.876,0.218,155.5368,111.7411,14.5591,153.6717,1.236,103.3106
2020-07,FR,-11.344,0.0953,155.3129,111.1781,27.8022,157.4498,1.2341,103.7397
2020-08,FR,-9.7538,0.3505,160.1779,112.3284,39.8897,158.2889,1.2367,106.3497
2020-09,FR,-7.9006,0.4332,161.1717,114.4216,31.6111,162.5785,1.2387,105.6626
2020-10,FR,-6.808,0.6308,167.0785,115.2929,24.0377,163.5637,1.2412,106.86
2020-11,FR,-5.6376,0.7883,171.9055,116.7971,23.4638,187.8278,1.2401,107.4973
2020-12,FR,-3.7112,0.7264,176.7708,116.3432,22.4334,174.0178,1.2396,106.3543
2021-01,FR,-1.5656,1.3911,177.1736,118.2635,19.9332,159.9253,1.2437,107.6002
2021-02,FR,0.6172,1.7747,179.2227,118.3525,18.0905,158.6484,1.2422,110.2793
2021-03,FR,2.2465,1.9837,179.8284,119.9735,23.1093,156.9448,1.2447,110.3568
2021-04,FR,4.0951,2.5462,184.3707,119.941,27.2922,158.2479,1.2452,108.914
2021-05,FR,6.4748,2.9187,194.7819,121.9138,30.7441,157.7708,1.2455,109.6212
2021-06,FR,8.5038,2.9675,199.4813,120.7378,41.1784,156.5977,1.2423,109.281
2021-07,FR,7.9606,3.618,198.3404,121.3822,52.2568,155.5477,1.2482,108.6043
2021-08,FR,7.5917,3.46,201.6041,121.8561,63.0668,159.6882,1.2462,107.9663
2021-09,FR,6.8892,3.8918,201.4642,121.7685,61.3026,161.4657,1.245,111.188
2021-10,FR,6.7116,4.3841,210.3625,122.1968,59.6579,158.6094,1.2483,109.5586
2021-11,FR,6.0282,4.8972,213.6402,123.7926,55.8123,185.1718,1.2489,108.057
2021-12,FR,5.7971,5.3255,214.1226,124.3387,62.1955,175.6708,1.2488,109.3161
2022-01,FR,5.3115,5.8586,217.577,125.6107,66.299,161.1667,1.2482,108.7398
2022-02,FR,4.5866,6.311,222.5502,125.4835,71.3211,160.4613,1.2528,108.2762
2022-03,FR,4.3728,6.7826,232.7286,125.1111,76.5662,158.3498,1.255,108.7179
2022-04,FR,4.3163,7.3916,232.8256,126.5677,81.9492,163.6732,1.2565,109.1288
2022-05,FR,4.013,8.0509,243.2638,126.7231,89.213,165.7838,1.2551,108.4142
2022-06,FR,3.1407,8.4187,250.3331,127.1762,94.2455,161.2641,1.2568,108.3384
2022-07,FR,2.6959,8.9716,250.2458,127.827,98.7613,162.9137,1.2594,109.3392
2022-08,FR,2.6926,9.4097,252.5575,129.0406,101.0498,164.9673,1.265,109.3016
2022-09,FR,2.6754,10.3519,257.9893,131.7083,102.4291,164.5223,1.2646,109.9287
2022-10,FR,2.7436,10.8426,268.1691,132.7652,101.208,167.0057,1.267,110.0255
2022-11,FR,2.0776,10.1647,273.2068,134.009,103.9727,191.1731,1.2665,110.2749
2022-12,FR,1.6479,9.4836,284.0987,135.0569,102.8106,181.3016,1.2652,110.4684
2023-01,FR,1.0674,8.4516,283.1182,135.5659,107.7602,165.8834,1.266,112.625
2023-02,FR,1.0784,7.8639,286.626,135.5991,106.8066,165.9376,1.2653,113.9129
2023-03,FR,1.1953,7.3561,297.0817,138.5596,106.4773,165.5696,1.268,112.3636
2023-04,FR,1.4243,6.6142,303.2287,140.9839,111.4772,166.8432,1.2683,112.6066
2023-05,FR,1.2644,6.1241,306.5323,141.5267,112.8426,170.5667,1.2675,114.0285
2023-06,FR,1.6815,5.4433,308.9768,141.7826,110.9219,171.9653,1.2688,114.7727
2023-07,FR,1.3689,5.0204,318.4626,143.1933,110.8922,175.4114,1.2701,114.2755
2023-08,FR,0.4305,4.6077,322.8207,144.2792,110.4144,176.866,1.2754,116.9367
2023-09,FR,0.4097,4.4361,322.1072,142.484,109.3683,182.8285,1.2747,116.1996
2023-10,FR,0.4612,3.7681,337.3288,142.9233,111.2025,181.8779,1.2798,116.4105
2023-11,FR,0.7252,3.7399,345.6643,144.8101,114.3555,211.9877,1.2788,116.0248
2023-12,FR,0.677,3.1971,348.6634,144.6537,113.0522,203.7595,1.2797,116.2825
2024-01,FR,0.8471,2.6855,357.8709,147.8984,112.9228,184.7195,1.2782,115.7484
2024-02,FR,0.4498,2.7522,364.6292,147.0384,115.2162,184.4101,1.2796,115.9444
2024-03,FR,0.4377,2.7701,367.5794,149.6587,116.7897,187.6095,1.2778,116.4652
2024-04,FR,0.4473,2.9313,381.2952,152.5365,116.9863,186.5416,1.2752,116.5609
2024-05,FR,0.8464,2.9452,381.1437,155.2379,114.3842,190.5113,1.2785,116.4017
2024-06,FR,1.2055,2.8932,384.8992,155.5397,116.7422,197.2451,1.2827,117.4699
2024-07,FR,0.9653,2.6522,383.4697,156.85,115.7807,196.7865,1.2834,120.5038
2024-08,FR,0.9539,2.7697,394.4014,156.6267,111.2416,199.0917,1.2852,121.6451
2024-09,FR,0.2835,2.4424,391.6891,156.7852,114.2787,199.2737,1.2849,124.4182
2024-10,FR,0.6898,2.475,403.6474,157.3754,114.0153,199.5927,1.2865,124.4493
2024-11,FR,0.8414,2.5371,413.6028,156.5089,112.9445,234.0486,1.2894,122.7954
2024-12,FR,1.2266,2.4185,412.0323,158.4506,117.9024,226.6129,1.2906,121.3214
2025-01,FR,1.6405,2.6352,436.5433,158.0891,118.2116,210.7524,1.2916,119.6627
2025-02,FR,1.9156,2.38,434.5007,159.2943,119.0045,210.2507,1.2942,117.803
2025-03,FR,2.1933,2.4695,438.8491,161.703,119.6183,211.0913,1.2967,117.42
2025-04,FR,1.5582,2.4449,448.464,161.805,120.9636,210.6794,1.2976,118.1737
2025-05,FR,1.2658,2.5748,460.9468,165.114,121.4268,211.4496,1.2983,119.7295
2025-06,FR,1.1361,2.4287,477.3946,163.6634,121.341,210.927,1.2952,120.6404
2025-07,FR,1.978,2.4722,489.6027,164.3629,123.2046,217.6638,1.299,121.2347
2025-08,FR,1.6186,2.4742,498.1189,165.1147,124.1962,213.433,1.2985,122.5162
2025-09,FR,1.9262,2.3382,510.2884,167.6161,126.6291,214.248,1.2985,121.5999
2025-10,FR,1.8404,2.2735,524.4923,167.6731,128.2249,214.9793,1.2985,121.062
2025-11,FR,2.1269,2.3598,522.0518,170.7512,125.6796,246.466,1.3016,123.6139
2025-12,FR,2.1793,2.5072,530.7665,173.2276,125.6676,237.7095,1.3027,123.9739
2026-01,FR,2.1448,2.2933,539.5359,173.4772,126.1489,219.5005,1.304,124.8532
2026-02,FR,2.1016,2.1898,552.9673,174.9393,119.9613,227.2689,1.3057,125.1801
2026-03,FR,1.4487,2.261,571.4954,174.5308,119.703,228.6276,1.312,125.0638
2026-04,FR,1.0597,2.2339,592.4815,174.7839,119.51,234.0433,1.3125,126.3573
2026-05,FR,1.773,2.4269,596.5666,177.195,122.9952,239.3743,1.316,125.0731
2026-06,FR,1.8495,2.146,596.4024,179.6708,122.4258,233.1497,1.3156,124.6171
2019-01,GR,2.1272,1.9074,100.073,99.4267,106.4368,99.3463,1.1608,100.6416
2019-02,GR,2.1517,1.9475,105.3479,99.7095,103.4285,99.194,1.1602,102.7518
2019-03,GR,2.054,2.4167,106.6785,100.2023,105.2338,102.5441,1.1616,102.2107
2019-04,GR,2.1302,1.9006,109.4773,101.4353,104.18,106.1569,1.1632,103.5829
2019-05,GR,1.9983,1.4679,112.8044,101.596,102.1981,105.9096,1.1635,101.9151
2019-06,GR,2.0519,1.0916,114.7007,102.8133,104.0396,108.4945,1.1629,103.1989
2019-07,GR,1.6292,1.3774,118.0254,103.79,102.6516,109.0902,1.1688,101.963
2019-08,GR,1.3683,1.4505,118.2639,105.078,104.3434,107.3915,1.1689,101.0575
2019-09,GR,0.992,1.6343,120.4146,106.3968,108.8412,106.7366,1.168,101.692
2019-10,GR,1.0072,1.7619,124.4066,108.6505,106.2849,109.5629,1.1658,102.1575
2019-11,GR,0.8492,1.5113,128.4338,108.6724,102.0884,125.8667,1.1661,102.1798
2019-12,GR,0.5374,1.0795,131.0255,111.5495,104.0048,119.5181,1.1681,103.6901
2020-01,GR,0.6402,0.8009,133.7138,112.2,105.4317,108.8785,1.1693,104.8785
2020-02,GR,1.1255,0.6012,133.9887,112.8253,99.484,107.1344,1.1709,105.3641
2020-03,GR,-3.2416,0.0801,138.2006,112.6406,45.084,120.8756,1.1746,106.9671
2020-04,GR,-8.4244,0.0709,155.2127,112.584,9.1678,137.3549,1.1784,106.8652
2020-05,GR,-13.2179,0.0951,156.1892,113.4424,11.912,154.6772,1.1802,106.311
2020-06,GR,-12.1734,0.5652,160.9441,114.6958,14.4191,155.0911,1.1807,106.0135
2020-07,GR,-10.8997,0.6613,163.067,115.4332,27.0262,152.3627,1.1803,105.0079
2020-08,GR,-9.1216,0.7325,167.6883,115.9752,40.1926,155.6914,1.1803,104.6913
2020-09,GR,-7.4547,0.9981,170.9463,117.2335,31.7569,155.5966,1.1812,104.8207
2020-10,GR,-6.0007,1.1535,176.9364,119.4282,24.0812,165.1529,1.1834,106.2381
2020-11,GR,-4.6384,1.1374,180.0972,119.9571,22.4369,190.9954,1.1821,106.5182
2020-12,GR,-3.2411,1.1644,184.7623,121.0285,20.9033,180.3429,1.1841,108.6986
2021-01,GR,-1.1387,1.2166,191.3698,123.4735,18.2846,160.56,1.1855,109.0096
2021-02,GR,1.4641,1.8839,195.9967,122.721,17.2484,161.0571,1.1872,108.9474
2021-03,GR,3.2556,2.4228,199.3165,124.0555,21.8924,161.3501,1.1908,108.3526
2021-04,GR,4.9983,2.793,203.8498,124.348,26.5274,160.4365,1.1898,110.284
2021-05,GR,6.7783,3.511,205.7718,125.3008,31.6507,156.3942,1.1934,110.2969
2021-06,GR,8.3506,3.697,213.4419,126.6291,41.2932,156.9412,1.1959,111.1811
2021-07,GR,7.7485,4.106,217.6769,129.0794,52.9432,158.1619,1.1955,110.0187
2021-08,GR,7.5275,4.5137,223.1511,129.5308,65.1398,156.5141,1.1959,110.2618
2021-09,GR,7.2836,4.9307,230.4885,131.0201,62.0011,154.941,1.1962,111.1602
2021-10,GR,7.1232,5.2445,235.0432,132.0075,60.7791,153.8523,1.194,111.3592
2021-11,GR,6.2171,5.6235,246.1597,131.4603,58.3234,185.8551,1.1953,112.4622
2021-12,GR,5.9257,6.4319,248.979,134.317,61.8502,174.6755,1.1943,113.4219
2022-01,GR,5.2684,6.8949,249.4393,134.8499,67.9641,155.588,1.1955,113.7478
2022-02,GR,4.8444,7.4383,258.4984,134.8975,74.5659,156.9443,1.1985,115.4177
2022-03,GR,4.2386,8.3173,268.5102,136.7389,79.4834,155.7446,1.1983,114.876
2022-04,GR,3.882,8.6624,274.3599,136.8606,85.0069,158.8143,1.2028,114.6306
2022-05,GR,3.9754,9.4181,278.2342,137.6207,92.4463,158.2832,1.2079,114.4929
2022-06,GR,3.8032,10.121,288.009,136.0273,98.3439,157.0071,1.2063,115.7435
2022-07,GR,4.1766,10.9927,292.7102,138.6389,101.3625,156.9314,1.2062,116.8269
2022-08,GR,3.6595,11.9074,298.0461,139.7083,103.0837,155.5341,1.2076,116.3022
2022-09,GR,3.1799,12.3294,305.6812,142.5989,109.0917,158.5393,1.2114,115.3624
2022-10,GR,3.1352,13.1191,309.1563,143.7294,108.8185,163.633,1.2095,119.3153
2022-11,GR,2.6595,12.4601,312.3439,144.6755,106.3881,185.5298,1.2082,121.5595
2022-12,GR,2.3608,11.4431,315.2368,146.2125,110.5072,177.7301,1.2099,121.0828
2023-01,GR,1.9967,10.4788,319.6133,147.808,106.356,164.4719,1.2108,121.1738
2023-02,GR,1.5082,9.8092,332.9765,148.3317,105.1657,167.0295,1.2136,122.2302
2023-03,GR,1.1502,9.1723,346.8474,148.3941,108.3492,170.3562,1.2149,121.8251
2023-04,GR,1.0695,8.5649,355.41,151.287,111.557,170.2445,1.2145,121.9813
2023-05,GR,1.5659,7.7396,364.2777,153.3645,112.801,171.0975,1.2177,121.4078
2023-06,GR,2.1262,6.9647,362.7786,153.6719,114.4921,174.1932,1.2201,121.7604
2023-07,GR,2.0656,6.171,373.979,156.2563,112.9081,179.5204,1.2182,120.91
2023-08,GR,1.6311,5.7161,379.4432,155.8637,112.2497,178.7423,1.2143,122.623
2023-09,GR,1.8439,5.4557,393.9951,155.0893,113.3956,179.8924,1.2174,122.7156
2023-10,GR,2.1017,5.1811,409.4936,157.2419,113.6166,177.9843,1.2174,123.8012
2023-11,GR,1.87,4.8299,417.2769,161.6377,111.2906,210.6525,1.2203,125.3252
2023-12,GR,1.7336,4.502,432.9114,161.8566,110.2247,202.8888,1.2193,126.2761
2024-01,GR,1.2749,4.0592,438.669,164.8672,115.936,185.7012,1.2202,124.9196
2024-02,GR,1.0567,3.9704,452.9722,167.6787,119.3825,186.3608,1.2208,126.0507
2024-03,GR,1.2165,3.7131,454.3968,166.0808,117.5828,188.9318,1.2253,127.2923
2024-04,GR,0.6191,3.403,453.8921,164.6594,120.7163,197.6903,1.2259,127.092
2024-05,GR,1.1197,3.2716,468.8067,165.0498,121.9778,199.7525,1.2253,125.9834
2024-06,GR,1.1625,3.4431,477.2806,164.1847,121.6752,193.5154,1.2274,128.7547
2024-07,GR,1.7784,3.2383,489.5164,166.1152,121.5049,193.734,1.2316,128.4553
2024-08,GR,2.1902,3.0035,509.7014,167.5375,122.0937,194.7409,1.2364,128.478
2024-09,GR,1.953,2.8438,515.5794,171.378,120.9922,193.785,1.2389,129.5149
2024-10,GR,2.2891,2.9663,529.5087,172.465,125.2098,199.9775,1.237,128.9301
2024-11,GR,2.0939,2.6757,547.3932,175.3579,127.0975,230.1926,1.2356,127.2303
2024-12,GR,2.2389,2.7156,564.2436,178.8395,128.7596,225.6373,1.2351,129.2844
2025-01,GR,2.1971,2.5526,573.6018,179.9693,129.4327,205.738,1.239,131.0971
2025-02,GR,1.7784,2.6122,579.503,181.9587,130.2066,211.4239,1.2385,131.9317
2025-03,GR,1.3753,2.6172,580.3383,183.1914,130.6989,211.4774,1.2401,131.5587
2025-04,GR,1.1379,2.5752,587.0112,183.2428,125.6155,212.1518,1.2404,132.6097
2025-05,GR,1.3337,2.7847,602.2346,181.8766,121.9549,214.6627,1.2389,130.2517
2025-06,GR,1.2477,2.5302,625.3308,182.5684,127.2741,216.2183,1.2408,130.0456
2025-07,GR,1.2927,2.5543,637.8784,186.704,131.4425,219.5716,1.2435,132.7597
2025-08,GR,1.7675,2.2676,656.7922,190.0537,133.3235,230.3505,1.2414,133.4902
2025-09,GR,1.387,2.5683,664.7831,190.1119,137.9442,226.4558,1.2441,137.6912
2025-10,GR,1.84,2.7186,680.9414,194.2051,135.3889,218.3069,1.2482,134.9191
2025-11,GR,1.2955,2.5848,693.7944,199.2708,136.3414,252.0079,1.2485,133.0067
2025-12,GR,1.3378,2.493,715.008,198.5888,131.5554,246.3531,1.2479,134.2835
2026-01,GR,1.4166,2.2239,732.4261,195.8601,132.306,227.7896,1.2472,136.8897
2026-02,GR,0.8057,2.1047,738.8508,196.997,130.5318,225.5361,1.2495,136.4984
2026-03,GR,1.6689,2.2778,766.4771,200.3866,132.8393,227.6735,1.2539,137.2566
2026-04,GR,2.0563,2.3954,774.3907,201.3957,129.3916,233.3834,1.2508,136.0576
2026-05,GR,1.7289,2.4406,816.6826,204.4137,137.0791,232.615,1.252,137.0187
2026-06,GR,1.9328,2.1271,839.4375,206.2026,140.5596,234.9341,1.2549,140.6647
2019-01,HR,2.314,2.0043,102.1985,99.6116,106.5438,99.5515,1.0901,100.893
2019-02,HR,2.0938,1.6975,102.7086,101.4057,107.7551,99.0093,1.0923,100.8678
2019-03,HR,2.2358,1.6111,104.7958,102.0346,107.0239,98.8059,1.0918,101.1046
2019-04,HR,2.5579,1.7856,107.0373,103.8142,109.1423,100.1743,1.0908,102.3849
2019-05,HR,2.2036,1.7885,109.6863,104.237,108.0414,103.5511,1.0957,102.0062
2019-06,HR,2.2412,1.6642,110.7659,105.1844,108.7693,106.2832,1.094,102.4645
2019-07,HR,1.7977,1.6594,113.1,104.8859,106.0586,107.8978,1.0965,102.041
2019-08,HR,1.7261,1.1653,117.8028,106.3425,105.384,106.7027,1.0972,104.3864
2019-09,HR,1.8544,0.9223,123.3106,107.4634,105.358,106.8172,1.1005,103.4425
2019-10,HR,2.2902,0.7283,126.5117,107.8155,107.4071,107.8368,1.1046,104.7365
2019-11,HR,1.7858,0.8386,129.4261,109.3595,107.1182,126.0665,1.1057,105.6451
2019-12,HR,1.4975,0.6219,133.5111,110.4783,108.3763,120.8677,1.1046,106.077
2020-01,HR,1.5952,0.4961,133.9265,110.6044,108.3163,114.0205,1.1069,105.7678
2020-02,HR,1.6229,0.0901,134.9782,111.4074,101.2422,112.6137,1.1083,106.5618
2020-03,HR,-3.4155,0.0007,138.4884,111.3144,45.984,128.7892,1.1043,107.2647
2020-04,HR,-8.5213,-0.2391,157.6714,111.8101,9.4019,141.2787,1.1027,106.8843
2020-05,HR,-13.578,-0.0165,160.1807,113.1974,11.8266,154.3903,1.1041,106.538
2020-06,HR,-12.2058,0.1804,160.8703,113.7319,14.4492,154.2339,1.1057,107.647
2020-07,HR,-10.8514,0.4519,164.2972,113.7836,28.2464,154.6388,1.1078,108.9577
2020-08,HR,-9.4303,0.7738,168.1955,114.6606,41.3165,156.7783,1.1073,108.4337
2020-09,HR,-8.1166,1.135,176.3701,115.385,33.5676,153.3988,1.1106,107.7939
2020-10,HR,-6.6061,1.2459,181.6845,118.1186,25.7962,152.6545,1.112,107.069
2020-11,HR,-5.1924,1.3061,185.9646,119.7265,23.9478,180.0264,1.1142,105.5905
2020-12,HR,-4.0089,1.4597,188.6169,119.6103,22.1882,172.1609,1.1128,104.6339
2021-01,HR,-1.5518,1.7736,188.8884,121.1951,20.3809,161.2848,1.1121,104.5539
2021-02,HR,0.4199,2.382,190.9993,120.7243,17.9707,155.438,1.1147,106.151
2021-03,HR,2.817,2.6781,197.8663,122.844,23.281,155.4228,1.1167,107.7651
2021-04,HR,5.1595,2.8881,205.7947,123.0562,29.0209,157.4991,1.1188,109.4663
2021-05,HR,7.3204,3.1683,211.1489,124.8727,33.8047,159.9401,1.1188,111.9429
2021-06,HR,9.3073,3.7394,214.9418,126.4756,43.1847,158.5501,1.1206,112.7678
2021-07,HR,8.9666,4.1619,216.6489,127.794,56.822,157.4224,1.1229,112.1927
2021-08,HR,8.4815,4.6219,222.5892,129.0313,66.5193,155.4359,1.1232,112.0831
2021-09,HR,7.4921,5.0026,226.365,130.2937,63.0623,157.7964,1.1198,111.2097
2021-10,HR,7.2357,5.8937,234.6566,130.2671,62.1296,151.7775,1.1217,111.6987
2021-11,HR,6.4418,6.4677,236.2239,132.7912,57.5458,182.8012,1.1234,111.3198
2021-12,HR,6.5384,6.761,242.7164,133.0435,64.4753,172.8732,1.1255,112.3274
2022-01,HR,5.5503,7.1111,247.7463,133.7286,69.3815,157.8192,1.1308,111.6187
2022-02,HR,5.6093,7.777,248.4653,134.2855,76.5511,155.3191,1.1277,112.7273
2022-03,HR,5.7707,8.6607,259.612,135.3198,85.5427,156.2685,1.1251,115.1464
2022-04,HR,5.0887,9.3983,267.3298,139.3054,91.7993,159.2733,1.1269,116.2639
2022-05,HR,4.6611,9.9826,272.5409,138.8951,97.5598,164.0947,1.133,117.2126
2022-06,HR,4.3344,10.717,283.0764,140.2164,99.6151,159.2268,1.1322,116.9163
2022-07,HR,4.0144,11.1124,291.9101,140.3954,103.4284,161.5643,1.1312,116.5093
